NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
51	0.062	0.001	0.037	0.002	0.0	1.0	40000.0
52	0.147	0.001	0.092	0.004	0.0	1.0	30000.0
53	0.868	0.008	0.455	0.019	0.0	1.0	60000.0
54	0.676	0.007	0.325	0.014	0.0	1.0	20000.0
55	0.384	0.004	0.238	0.01	0.0	1.0	30000.0
56	0.07	0.001	0.043	0.002	0.0	1.0	50000.0
57	0.001	0.0	0.0	0.0	0.0	1.0	20000.0
58	0.394	0.004	0.229	0.01	0.0	1.0	40000.0
59	0.671	0.007	0.411	0.017	0.0	1.0	60000.0
60	0.204	0.002	0.117	0.005	0.0	1.0	60000.0
61	0.787	0.008	0.495	0.021	0.0	1.0	60000.0
62	3.109	0.03	1.368	0.058	0.0	1.0	30000.0
63	0.028	0.0	0.017	0.001	0.0	1.0	50000.0
64	0.929	0.009	0.529	0.022	0.0	1.0	80000.0
65	3.575	0.035	1.587	0.068	0.0	1.0	40000.0
66	2.858	0.028	1.324	0.056	0.0	1.0	60000.0
67	0.109	0.001	0.066	0.003	0.0	1.0	20000.0
68	1.453	0.014	0.703	0.03	0.0	1.0	60000.0
69	1.64	0.016	0.966	0.042	0.0	1.0	50000.0
70	1.626	0.016	1.008	0.043	0.0	1.0	60000.0
71	1.802	0.018	0.957	0.04	0.0	1.0	30000.0
72	0.001	0.0	0.001	0.0	0.0	1.0	30000.0
73	0.928	0.009	0.491	0.021	0.0	1.0	50000.0
74	1.408	0.014	0.812	0.034	0.0	1.0	20000.0
75	0.09	0.001	0.041	0.002	0.0	1.0	50000.0
76	3.374	0.033	1.472	0.063	0.0	1.0	30000.0
77	0.281	0.003	0.193	0.008	0.0	1.0	30000.0
78	3.91	0.038	1.845	0.078	0.0	1.0	50000.0
79	4.565	0.045	1.948	0.083	0.0	1.0	40000.0
80	2.408	0.024	1.119	0.048	0.0	1.0	50000.0
81	0.453	0.004	0.264	0.011	0.0	1.0	50000.0
82	1.007	0.01	0.515	0.022	0.0	1.0	30000.0
83	3.366	0.033	1.578	0.066	0.0	1.0	50000.0
84	1.211	0.012	0.582	0.025	0.0	1.0	40000.0
85	1.156	0.011	0.567	0.024	0.0	1.0	60000.0
86	1.365	0.013	0.708	0.03	0.0	1.0	30000.0
87	0.281	0.003	0.175	0.007	0.0	1.0	30000.0
88	4.04	0.039	1.647	0.07	0.0	1.0	50000.0
89	0.004	0.0	0.002	0.0	0.0	1.0	30000.0
90	0.394	0.004	0.277	0.012	0.0	1.0	30000.0
91	0.314	0.003	0.215	0.009	0.0	1.0	20000.0
92	2.318	0.022	1.159	0.05	0.0	1.0	20000.0
93	1.461	0.015	0.784	0.033	0.0	1.0	40000.0
94	2.636	0.026	1.214	0.052	0.0	1.0	50000.0
95	4.095	0.04	1.772	0.075	0.0	1.0	70000.0
96	0.145	0.001	0.087	0.003	0.0	1.0	60000.0
97	0.496	0.005	0.28	0.012	0.0	1.0	50000.0
98	0.629	0.006	0.364	0.015	0.0	1.0	40000.0
99	1.645	0.016	0.866	0.037	0.0	1.0	40000.0
100	0.747	0.007	0.401	0.017	0.0	1.0	110000.0
101	2.112	0.021	1.27	0.054	0.0	1.0	20000.0
102	0.0	0.0	0.0	0.0	0.0	1.0	20000.0
103	0.331	0.003	0.206	0.009	0.0	1.0	30000.0
104	0.0	0.0	0.0	0.0	0.0	1.0	20000.0
105	0.213	0.002	0.132	0.006	0.0	1.0	20000.0
106	0.969	0.009	0.485	0.021	0.0	1.0	50000.0
107	0.412	0.004	0.233	0.01	0.0	1.0	30000.0
108	2.929	0.028	1.497	0.065	0.0	1.0	60000.0
109	0.372	0.003	0.247	0.011	0.0	1.0	20000.0
110	1.245	0.012	0.628	0.027	0.0	1.0	70000.0
111	0.414	0.004	0.214	0.009	0.0	1.0	80000.0
112	1.182	0.011	0.589	0.025	0.0	1.0	70000.0
113	1.087	0.011	0.581	0.025	0.0	1.0	40000.0
114	0.0	0.0	0.0	0.0	0.0	1.0	40000.0
115	0.521	0.005	0.258	0.011	0.0	1.0	40000.0
116	0.262	0.003	0.175	0.007	0.0	1.0	20000.0
117	1.449	0.014	0.797	0.034	0.0	1.0	40000.0
118	1.561	0.015	0.888	0.038	0.0	1.0	40000.0
119	0.016	0.0	0.01	0.001	0.0	1.0	20000.0
120	1.732	0.017	0.787	0.033	0.0	1.0	70000.0
121	0.0	0.0	0.0	0.0	0.0	1.0	40000.0
122	0.031	0.0	0.017	0.001	0.0	1.0	30000.0
123	0.0	0.0	0.0	0.0	0.0	1.0	40000.0
124	1.012	0.01	0.515	0.022	0.0	1.0	100000.0
125	0.394	0.004	0.274	0.011	0.0	1.0	40000.0
126	0.128	0.001	0.088	0.003	0.0	1.0	30000.0
127	0.627	0.006	0.399	0.017	0.0	1.0	30000.0
128	0.751	0.007	0.445	0.019	0.0	1.0	40000.0
129	1.323	0.013	0.731	0.031	0.0	1.0	50000.0
130	0.557	0.005	0.346	0.015	0.0	1.0	40000.0
131	0.248	0.003	0.169	0.007	0.0	1.0	20000.0
132	0.261	0.003	0.164	0.007	0.0	1.0	30000.0
133	1.002	0.01	0.52	0.022	0.0	1.0	60000.0
134	3.094	0.03	1.825	0.079	0.0	1.0	40000.0
135	0.442	0.004	0.238	0.01	0.0	1.0	70000.0
136	0.291	0.003	0.178	0.008	0.0	1.0	30000.0
137	0.304	0.003	0.163	0.007	0.0	1.0	30000.0
138	1.307	0.013	0.61	0.026	0.0	1.0	40000.0
139	4.774	0.047	2.023	0.087	0.0	1.0	40000.0
140	0.385	0.004	0.263	0.011	0.0	1.0	70000.0
141	0.0	0.0	0.0	0.0	0.0	1.0	30000.0
142	0.019	0.0	0.008	0.0	0.0	1.0	20000.0
143	0.064	0.001	0.041	0.002	0.0	1.0	40000.0
144	0.494	0.005	0.313	0.013	0.0	1.0	50000.0
145	0.484	0.005	0.28	0.012	0.0	1.0	80000.0
146	0.19	0.002	0.094	0.004	0.0	1.0	40000.0
147	0.355	0.003	0.185	0.008	0.0	1.0	20000.0
148	0.527	0.005	0.298	0.013	0.0	1.0	40000.0
149	5.001	0.049	2.02	0.086	0.0	1.0	30000.0
150	1.234	0.012	0.764	0.032	0.0	1.0	40000.0
151	0.971	0.01	0.596	0.025	0.0	1.0	20000.0
152	1.871	0.018	1.083	0.046	0.0	1.0	30000.0
153	1.02	0.01	0.504	0.022	0.0	1.0	20000.0
154	0.918	0.009	0.543	0.023	0.0	1.0	50000.0
155	0.035	0.0	0.02	0.001	0.0	1.0	20000.0
156	2.178	0.021	1.162	0.049	0.0	1.0	30000.0
157	0.379	0.004	0.221	0.01	0.0	1.0	30000.0
158	0.58	0.006	0.334	0.014	0.0	1.0	90000.0
159	2.504	0.024	1.291	0.055	0.0	1.0	40000.0
160	0.33	0.003	0.184	0.008	0.0	1.0	40000.0
161	0.036	0.0	0.023	0.001	0.0	1.0	40000.0
162	0.37	0.004	0.174	0.007	0.0	1.0	40000.0
163	2.452	0.024	1.215	0.051	0.0	1.0	30000.0
164	1.275	0.012	0.596	0.025	0.0	1.0	30000.0
165	0.634	0.006	0.317	0.013	0.0	1.0	20000.0
166	0.176	0.002	0.114	0.005	0.0	1.0	40000.0
167	0.409	0.004	0.262	0.011	0.0	1.0	30000.0
168	2.253	0.022	1.023	0.043	0.0	1.0	20000.0
169	0.455	0.005	0.273	0.011	0.0	1.0	40000.0
170	1.44	0.014	1.001	0.042	0.0	1.0	40000.0
171	0.002	0.0	0.001	0.0	0.0	1.0	30000.0
172	0.835	0.008	0.477	0.02	0.0	1.0	30000.0
173	3.525	0.034	1.355	0.057	0.0	1.0	50000.0
174	0.276	0.003	0.19	0.008	0.0	1.0	60000.0
175	0.204	0.002	0.108	0.005	0.0	1.0	30000.0
176	1.723	0.017	0.991	0.042	0.0	1.0	50000.0
177	0.002	0.0	0.001	0.0	0.0	1.0	20000.0
178	1.468	0.014	0.707	0.03	0.0	1.0	50000.0
179	0.989	0.009	0.59	0.025	0.0	1.0	50000.0
180	1.748	0.017	0.984	0.042	0.0	1.0	40000.0
181	3.283	0.032	2.08	0.089	0.0	1.0	80000.0
182	0.569	0.006	0.338	0.015	0.0	1.0	60000.0
183	2.412	0.024	1.402	0.06	0.0	1.0	30000.0
184	0.581	0.006	0.266	0.011	0.0	1.0	30000.0
185	0.256	0.002	0.172	0.007	0.0	1.0	20000.0
186	0.329	0.003	0.15	0.006	0.0	1.0	60000.0
187	2.787	0.027	1.691	0.073	0.0	1.0	40000.0
188	0.356	0.003	0.229	0.01	0.0	1.0	40000.0
189	0.102	0.001	0.051	0.002	0.0	1.0	40000.0
190	2.187	0.021	0.939	0.041	0.0	1.0	50000.0
191	0.56	0.006	0.329	0.014	0.0	1.0	30000.0
192	0.156	0.002	0.097	0.004	0.0	1.0	20000.0
193	1.206	0.011	0.591	0.025	0.0	1.0	50000.0
194	0.061	0.001	0.042	0.002	0.0	1.0	20000.0
195	0.589	0.006	0.363	0.015	0.0	1.0	50000.0
196	2.975	0.029	1.454	0.062	0.0	1.0	50000.0
197	0.108	0.001	0.075	0.003	0.0	1.0	30000.0
198	1.024	0.01	0.622	0.027	0.0	1.0	40000.0
199	3.799	0.037	1.653	0.07	0.0	1.0	50000.0
200	0.084	0.001	0.048	0.002	0.0	1.0	40000.0
201	1.013	0.01	0.463	0.02	0.0	1.0	60000.0
202	0.514	0.005	0.349	0.015	0.0	1.0	30000.0
203	4.121	0.04	1.463	0.063	0.0	1.0	50000.0
204	1.12	0.011	0.664	0.028	0.0	1.0	30000.0
205	0.001	0.0	0.0	0.0	0.0	1.0	30000.0
206	0.615	0.006	0.414	0.017	0.0	1.0	30000.0
207	2.754	0.027	1.161	0.049	0.0	1.0	60000.0
208	6.893	0.067	3.056	0.13	0.0	1.0	40000.0
209	3.967	0.039	2.124	0.09	0.0	1.0	40000.0
210	2.827	0.028	1.207	0.051	0.0	1.0	60000.0
211	0.078	0.001	0.051	0.002	0.0	1.0	30000.0
212	0.046	0.001	0.025	0.001	0.0	1.0	60000.0
213	3.661	0.036	1.77	0.076	0.0	1.0	40000.0
214	0.228	0.002	0.154	0.006	0.0	1.0	60000.0
215	0.966	0.01	0.462	0.02	0.0	1.0	20000.0
216	0.014	0.0	0.008	0.0	0.0	1.0	30000.0
217	0.607	0.006	0.421	0.018	0.0	1.0	20000.0
218	6.212	0.061	2.715	0.115	0.0	1.0	30000.0
219	0.835	0.008	0.416	0.017	0.0	1.0	40000.0
220	2.373	0.023	1.211	0.051	0.0	1.0	30000.0
221	0.019	0.0	0.012	0.001	0.0	1.0	40000.0
222	4.79	0.047	2.476	0.105	0.0	1.0	40000.0
223	2.799	0.027	1.239	0.054	0.0	1.0	50000.0
224	1.832	0.018	0.957	0.04	0.0	1.0	50000.0
225	0.019	0.0	0.011	0.001	0.0	1.0	30000.0
226	2.55	0.025	1.145	0.048	0.0	1.0	40000.0
227	0.551	0.005	0.338	0.014	0.0	1.0	30000.0
228	0.001	0.0	0.001	0.0	0.0	1.0	30000.0
229	0.543	0.005	0.334	0.014	0.0	1.0	30000.0
230	0.05	0.0	0.027	0.001	0.0	1.0	20000.0
231	5.775	0.056	2.33	0.099	0.0	1.0	30000.0
232	0.829	0.008	0.584	0.024	0.0	1.0	30000.0
233	0.501	0.005	0.294	0.012	0.0	1.0	80000.0
234	0.034	0.0	0.019	0.001	0.0	1.0	60000.0
235	1.579	0.015	0.935	0.04	0.0	1.0	80000.0
236	0.79	0.008	0.366	0.016	0.0	1.0	30000.0
237	1.332	0.013	0.711	0.03	0.0	1.0	50000.0
238	0.126	0.001	0.075	0.003	0.0	1.0	30000.0
239	0.656	0.007	0.317	0.014	0.0	1.0	60000.0
240	0.0	0.0	0.0	0.0	0.0	1.0	20000.0
241	0.135	0.001	0.08	0.003	0.0	1.0	30000.0
242	0.052	0.001	0.031	0.001	0.0	1.0	40000.0
243	0.833	0.008	0.581	0.025	0.0	1.0	30000.0
244	1.045	0.01	0.549	0.023	0.0	1.0	30000.0
245	0.056	0.0	0.032	0.001	0.0	1.0	60000.0
246	0.023	0.0	0.012	0.001	0.0	1.0	20000.0
247	0.105	0.001	0.07	0.003	0.0	1.0	40000.0
248	0.279	0.003	0.175	0.008	0.0	1.0	30000.0
249	0.0	0.0	0.0	0.0	0.0	1.0	20000.0
250	1.532	0.015	0.731	0.031	0.0	1.0	30000.0
251	1.158	0.011	0.71	0.03	0.0	1.0	30000.0
252	1.924	0.019	1.054	0.045	0.0	1.0	40000.0
253	1.535	0.015	0.757	0.032	0.0	1.0	50000.0
254	0.431	0.004	0.267	0.011	0.0	1.0	70000.0
255	1.076	0.01	0.498	0.021	0.0	1.0	50000.0
256	3.16	0.031	1.832	0.077	0.0	1.0	30000.0
257	0.502	0.005	0.312	0.013	0.0	1.0	40000.0
258	0.002	0.0	0.001	0.0	0.0	1.0	40000.0
259	0.799	0.008	0.521	0.022	0.0	1.0	30000.0
260	0.684	0.007	0.42	0.018	0.0	1.0	20000.0
261	1.775	0.017	1.074	0.046	0.0	1.0	40000.0
262	1.265	0.012	0.752	0.032	0.0	1.0	60000.0
263	0.149	0.002	0.075	0.003	0.0	1.0	80000.0
264	3.698	0.036	2.021	0.087	0.0	1.0	40000.0
265	0.175	0.002	0.089	0.004	0.0	1.0	20000.0
266	0.143	0.001	0.093	0.004	0.0	1.0	50000.0
267	1.327	0.013	0.702	0.03	0.0	1.0	20000.0
268	1.465	0.014	0.826	0.035	0.0	1.0	30000.0
269	0.001	0.0	0.0	0.0	0.0	1.0	30000.0
270	0.001	0.0	0.0	0.0	0.0	1.0	20000.0
271	0.886	0.009	0.551	0.024	0.0	1.0	20000.0
272	4.661	0.046	1.818	0.077	0.0	1.0	40000.0
273	0.119	0.001	0.076	0.003	0.0	1.0	20000.0
274	0.017	0.0	0.01	0.0	0.0	1.0	30000.0
275	0.698	0.007	0.323	0.013	0.0	1.0	40000.0
276	0.215	0.002	0.132	0.006	0.0	1.0	40000.0
277	0.592	0.006	0.326	0.014	0.0	1.0	50000.0
278	0.066	0.001	0.045	0.002	0.0	1.0	20000.0
279	1.82	0.018	1.05	0.044	0.0	1.0	20000.0
280	0.25	0.003	0.139	0.006	0.0	1.0	30000.0
281	4.285	0.042	1.506	0.065	0.0	1.0	30000.0
282	0.395	0.004	0.272	0.011	0.0	1.0	80000.0
283	0.0	0.0	0.0	0.0	0.0	1.0	40000.0
284	1.801	0.017	0.778	0.033	0.0	1.0	30000.0
285	0.081	0.001	0.057	0.003	0.0	1.0	30000.0
286	1.619	0.016	0.655	0.028	0.0	1.0	70000.0
287	1.828	0.018	0.929	0.04	0.0	1.0	50000.0
288	1.987	0.019	0.926	0.039	0.0	1.0	70000.0
289	0.267	0.003	0.185	0.008	0.0	1.0	30000.0
290	0.084	0.001	0.048	0.002	0.0	1.0	50000.0
291	1.212	0.012	0.581	0.024	0.0	1.0	100000.0
292	0.712	0.007	0.479	0.021	0.0	1.0	40000.0
293	1.422	0.014	0.888	0.038	0.0	1.0	80000.0
294	0.262	0.003	0.162	0.007	0.0	1.0	30000.0
295	2.013	0.019	0.988	0.042	0.0	1.0	40000.0
296	1.096	0.011	0.597	0.025	0.0	1.0	20000.0
297	0.577	0.006	0.297	0.013	0.0	1.0	30000.0
298	0.005	0.0	0.002	0.0	0.0	1.0	20000.0
299	6.471	0.063	3.115	0.134	0.0	1.0	40000.0
300	0.445	0.004	0.289	0.012	0.0	1.0	30000.0
301	4.831	0.047	2.42	0.105	0.0	1.0	50000.0
302	0.346	0.003	0.191	0.008	0.0	1.0	50000.0
303	0.932	0.009	0.549	0.023	0.0	1.0	20000.0
304	0.065	0.001	0.041	0.001	0.0	1.0	20000.0
305	0.0	0.0	0.0	0.0	0.0	1.0	20000.0
306	1.682	0.017	0.995	0.042	0.0	1.0	100000.0
307	0.0	0.0	0.0	0.0	0.0	1.0	20000.0
308	0.002	0.0	0.001	0.0	0.0	1.0	30000.0
309	0.389	0.004	0.224	0.01	0.0	1.0	30000.0
310	0.001	0.0	0.0	0.0	0.0	1.0	30000.0
311	0.39	0.004	0.194	0.008	0.0	1.0	30000.0
312	2.171	0.021	0.952	0.04	0.0	1.0	40000.0
313	1.548	0.015	0.729	0.031	0.0	1.0	40000.0
314	1.853	0.018	0.982	0.042	0.0	1.0	30000.0
315	0.0	0.0	0.0	0.0	0.0	1.0	40000.0
316	1.703	0.017	0.915	0.038	0.0	1.0	30000.0
317	0.411	0.004	0.272	0.012	0.0	1.0	30000.0
318	0.752	0.008	0.432	0.018	0.0	1.0	20000.0
319	0.161	0.001	0.099	0.004	0.0	1.0	20000.0
320	0.824	0.008	0.511	0.022	0.0	1.0	100000.0
321	0.258	0.003	0.139	0.006	0.0	1.0	40000.0
322	3.31	0.032	1.648	0.07	0.0	1.0	40000.0
323	1.129	0.011	0.607	0.025	0.0	1.0	110000.0
324	0.389	0.004	0.271	0.012	0.0	1.0	20000.0
325	3.171	0.031	1.653	0.071	0.0	1.0	40000.0
326	0.607	0.006	0.365	0.016	0.0	1.0	30000.0
327	5.424	0.053	3.307	0.139	0.0	1.0	40000.0
328	0.724	0.007	0.484	0.02	0.0	1.0	30000.0
329	0.189	0.002	0.128	0.006	0.0	1.0	20000.0
330	0.325	0.003	0.177	0.007	0.0	1.0	60000.0
331	0.836	0.008	0.465	0.019	0.0	1.0	40000.0
332	1.255	0.012	0.681	0.029	0.0	1.0	40000.0
333	1.802	0.018	0.97	0.042	0.0	1.0	40000.0
334	4.447	0.043	1.799	0.077	0.0	1.0	30000.0
335	2.975	0.029	1.363	0.058	0.0	1.0	30000.0
336	2.488	0.024	1.259	0.053	0.0	1.0	50000.0
337	1.689	0.016	0.843	0.036	0.0	1.0	30000.0
338	0.069	0.001	0.039	0.001	0.0	1.0	40000.0
339	1.893	0.019	1.143	0.049	0.0	1.0	40000.0
340	1.221	0.012	0.59	0.025	0.0	1.0	60000.0
341	3.046	0.03	1.619	0.069	0.0	1.0	30000.0
342	0.357	0.003	0.228	0.01	0.0	1.0	20000.0
343	1.126	0.011	0.663	0.028	0.0	1.0	40000.0
344	1.03	0.01	0.576	0.025	0.0	1.0	30000.0
345	2.343	0.023	1.117	0.047	0.0	1.0	50000.0
346	0.138	0.001	0.097	0.004	0.0	1.0	30000.0
347	0.786	0.007	0.478	0.021	0.0	1.0	40000.0
348	1.347	0.013	0.845	0.036	0.0	1.0	90000.0
349	0.0	0.0	0.0	0.0	0.0	1.0	40000.0
350	0.186	0.002	0.122	0.005	0.0	1.0	30000.0
351	0.533	0.005	0.283	0.012	0.0	1.0	20000.0
352	2.698	0.026	1.339	0.056	0.0	1.0	30000.0
353	0.127	0.001	0.076	0.003	0.0	1.0	20000.0
354	2.209	0.022	1.025	0.043	0.0	1.0	40000.0
355	0.362	0.004	0.218	0.009	0.0	1.0	40000.0
356	0.574	0.006	0.358	0.015	0.0	1.0	40000.0
357	0.772	0.007	0.382	0.016	0.0	1.0	20000.0
358	0.888	0.009	0.499	0.022	0.0	1.0	50000.0
359	1.541	0.015	0.918	0.039	0.0	1.0	50000.0
360	6.997	0.068	3.957	0.167	0.0	1.0	50000.0
361	0.444	0.004	0.296	0.012	0.0	1.0	110000.0
362	1.13	0.011	0.667	0.029	0.0	1.0	50000.0
363	4.655	0.045	1.982	0.084	0.0	1.0	50000.0
364	0.511	0.005	0.338	0.014	0.0	1.0	20000.0
365	1.527	0.015	0.826	0.035	0.0	1.0	40000.0
366	2.563	0.025	1.114	0.047	0.0	1.0	50000.0
367	0.014	0.0	0.008	0.0	0.0	1.0	60000.0
368	1.499	0.014	0.935	0.04	0.0	1.0	40000.0
369	1.048	0.01	0.707	0.03	0.0	1.0	20000.0
370	1.742	0.017	1.104	0.046	0.0	1.0	30000.0
371	1.476	0.014	0.98	0.042	0.0	1.0	20000.0
372	0.423	0.004	0.194	0.008	0.0	1.0	30000.0
373	0.881	0.009	0.583	0.024	0.0	1.0	30000.0
374	1.284	0.012	0.665	0.028	0.0	1.0	60000.0
375	1.614	0.016	0.805	0.034	0.0	1.0	30000.0
376	0.454	0.004	0.301	0.013	0.0	1.0	20000.0
377	0.477	0.005	0.326	0.014	0.0	1.0	40000.0
378	4.49	0.044	2.505	0.107	0.0	1.0	40000.0
379	0.0	0.0	0.0	0.0	0.0	1.0	20000.0
380	0.557	0.006	0.292	0.012	0.0	1.0	30000.0
381	2.984	0.029	1.369	0.058	0.0	1.0	20000.0
382	0.65	0.006	0.373	0.016	0.0	1.0	40000.0
383	2.461	0.024	1.099	0.047	0.0	1.0	30000.0
384	0.862	0.009	0.524	0.023	0.0	1.0	20000.0
385	1.796	0.018	0.892	0.038	0.0	1.0	50000.0
386	2.168	0.021	1.12	0.048	0.0	1.0	40000.0
387	0.135	0.001	0.067	0.003	0.0	1.0	40000.0
388	0.146	0.001	0.077	0.003	0.0	1.0	20000.0
389	0.552	0.005	0.317	0.013	0.0	1.0	40000.0
390	0.702	0.007	0.482	0.02	0.0	1.0	30000.0
391	0.34	0.003	0.209	0.009	0.0	1.0	30000.0
392	0.894	0.009	0.57	0.024	0.0	1.0	50000.0
393	2.804	0.027	1.378	0.058	0.0	1.0	40000.0
394	0.262	0.003	0.153	0.007	0.0	1.0	30000.0
395	0.277	0.003	0.17	0.007	0.0	1.0	20000.0
396	0.532	0.005	0.372	0.015	0.0	1.0	30000.0
397	5.996	0.059	2.86	0.122	0.0	1.0	30000.0
398	0.124	0.001	0.079	0.004	0.0	1.0	20000.0
399	0.078	0.001	0.053	0.002	0.0	1.0	20000.0
400	1.04	0.01	0.533	0.022	0.0	1.0	40000.0
401	0.0	0.0	0.0	0.0	0.0	1.0	30000.0
402	1.798	0.018	1.018	0.042	0.0	1.0	20000.0
403	1.467	0.014	0.627	0.027	0.0	1.0	20000.0
404	0.086	0.001	0.046	0.002	0.0	1.0	60000.0
405	0.044	0.0	0.028	0.001	0.0	1.0	30000.0
406	0.367	0.004	0.195	0.009	0.0	1.0	40000.0
407	3.572	0.035	1.927	0.081	0.0	1.0	50000.0
408	2.085	0.02	1.128	0.047	0.0	1.0	20000.0
409	0.657	0.006	0.392	0.016	0.0	1.0	90000.0
410	0.656	0.006	0.346	0.015	0.0	1.0	40000.0
411	2.0	0.02	1.076	0.046	0.0	1.0	30000.0
412	5.376	0.052	2.479	0.106	0.0	1.0	30000.0
413	0.354	0.003	0.181	0.008	0.0	1.0	30000.0
414	1.265	0.012	0.595	0.026	0.0	1.0	30000.0
415	0.044	0.0	0.025	0.001	0.0	1.0	20000.0
416	0.319	0.003	0.205	0.009	0.0	1.0	50000.0
417	0.491	0.005	0.328	0.014	0.0	1.0	20000.0
418	1.027	0.01	0.485	0.021	0.0	1.0	90000.0
419	0.221	0.002	0.115	0.005	0.0	1.0	40000.0
420	0.0	0.0	0.0	0.0	0.0	1.0	60000.0
421	1.664	0.016	0.97	0.041	0.0	1.0	20000.0
422	0.368	0.003	0.21	0.009	0.0	1.0	30000.0
423	0.997	0.01	0.424	0.018	0.0	1.0	40000.0
424	0.128	0.001	0.081	0.003	0.0	1.0	20000.0
425	0.297	0.003	0.151	0.006	0.0	1.0	30000.0
426	1.699	0.016	0.915	0.039	0.0	1.0	30000.0
427	1.712	0.017	1.087	0.045	0.0	1.0	20000.0
428	1.383	0.014	0.683	0.029	0.0	1.0	20000.0
429	1.166	0.011	0.709	0.03	0.0	1.0	40000.0
430	0.384	0.004	0.195	0.008	0.0	1.0	30000.0
431	1.965	0.019	1.017	0.044	0.0	1.0	50000.0
432	1.192	0.012	0.697	0.03	0.0	1.0	30000.0
433	0.072	0.001	0.043	0.002	0.0	1.0	20000.0
434	2.427	0.023	1.073	0.046	0.0	1.0	80000.0
435	0.705	0.007	0.362	0.015	0.0	1.0	40000.0
436	0.157	0.001	0.109	0.005	0.0	1.0	20000.0
437	0.001	0.0	0.0	0.0	0.0	1.0	60000.0
438	1.002	0.01	0.638	0.027	0.0	1.0	50000.0
439	0.212	0.002	0.149	0.006	0.0	1.0	40000.0
440	1.589	0.015	0.984	0.041	0.0	1.0	50000.0
441	0.623	0.006	0.326	0.014	0.0	1.0	40000.0
442	0.056	0.001	0.033	0.001	0.0	1.0	20000.0
443	0.212	0.002	0.134	0.006	0.0	1.0	30000.0
444	0.814	0.008	0.492	0.021	0.0	1.0	40000.0
445	0.518	0.005	0.281	0.012	0.0	1.0	20000.0
446	0.632	0.006	0.344	0.015	0.0	1.0	20000.0
447	0.277	0.003	0.189	0.008	0.0	1.0	40000.0
448	0.311	0.003	0.202	0.009	0.0	1.0	30000.0
