NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
64	605.207	5.9	107.945	4.548	0.004	0.999	20000.0
65	703.031	6.857	127.327	5.421	0.005	0.998	20000.0
66	698.838	6.813	141.626	5.971	0.005	0.998	20000.0
67	627.341	6.108	111.617	4.767	0.005	0.999	20000.0
68	624.049	6.087	111.307	4.749	0.004	0.998	20000.0
69	719.916	7.021	134.419	5.759	0.005	0.999	20000.0
70	644.409	6.284	109.765	4.645	0.004	0.999	20000.0
71	617.959	6.028	106.749	4.502	0.004	0.999	20000.0
72	638.625	6.227	115.363	4.917	0.005	0.999	20000.0
73	620.833	6.051	120.14	5.083	0.004	0.999	20000.0
74	589.241	5.746	103.987	4.413	0.004	0.999	20000.0
75	685.795	6.686	135.116	5.752	0.005	0.998	20000.0
76	571.576	5.573	101.718	4.355	0.004	0.999	20000.0
77	637.751	6.218	121.98	5.166	0.004	0.999	20000.0
78	616.904	6.018	104.153	4.417	0.004	0.999	20000.0
79	625.244	6.098	105.721	4.469	0.005	0.999	20000.0
80	640.415	6.24	123.879	5.286	0.005	0.999	20000.0
81	632.719	6.172	109.224	4.618	0.005	0.999	20000.0
82	680.032	6.628	126.819	5.373	0.005	0.999	20000.0
83	724.637	7.065	158.891	6.705	0.005	0.998	20000.0
84	572.525	5.587	101.994	4.356	0.004	0.999	20000.0
85	636.769	6.206	106.046	4.51	0.005	0.999	20000.0
86	597.788	5.826	114.314	4.875	0.004	0.999	20000.0
87	677.003	6.602	135.464	5.758	0.004	0.999	20000.0
88	697.468	6.803	130.473	5.564	0.005	0.999	20000.0
89	624.127	6.086	106.901	4.567	0.005	0.999	20000.0
90	710.618	6.932	141.809	6.013	0.005	0.998	20000.0
91	643.455	6.269	110.519	4.654	0.005	0.999	20000.0
92	703.296	6.857	130.912	5.6	0.005	0.998	20000.0
93	748.183	7.296	148.106	6.252	0.005	0.998	20000.0
94	660.476	6.44	128.628	5.473	0.005	0.999	20000.0
95	617.967	6.029	104.17	4.441	0.005	0.999	20000.0
96	597.082	5.819	110.547	4.726	0.004	0.999	20000.0
97	641.719	6.259	109.344	4.624	0.005	0.999	20000.0
98	622.469	6.072	122.257	5.192	0.004	0.999	20000.0
99	680.838	6.643	128.623	5.465	0.005	0.998	20000.0
100	686.66	6.691	121.286	5.164	0.005	0.999	20000.0
101	626.411	6.111	111.418	4.725	0.004	0.999	20000.0
102	643.931	6.282	105.518	4.493	0.005	0.999	20000.0
103	670.089	6.533	133.474	5.751	0.005	0.998	20000.0
104	691.811	6.746	124.652	5.281	0.005	0.998	20000.0
105	662.249	6.453	122.798	5.307	0.005	0.999	20000.0
106	661.53	6.458	127.303	5.454	0.005	0.998	20000.0
107	651.315	6.351	114.044	4.797	0.005	0.999	20000.0
108	687.369	6.701	129.11	5.534	0.005	0.999	20000.0
109	674.815	6.571	119.659	5.072	0.005	0.998	20000.0
110	671.403	6.541	129.093	5.494	0.005	0.999	20000.0
111	677.837	6.607	123.369	5.194	0.005	0.998	30000.0
112	662.812	6.462	103.968	4.408	0.005	0.999	20000.0
113	699.593	6.826	137.648	5.857	0.005	0.998	30000.0
114	596.851	5.823	114.145	4.872	0.004	0.998	20000.0
115	686.315	6.688	115.303	4.878	0.005	0.999	20000.0
116	591.379	5.762	111.695	4.73	0.004	0.999	20000.0
117	655.561	6.392	110.292	4.677	0.005	0.999	20000.0
118	675.51	6.591	130.707	5.513	0.004	0.998	20000.0
119	627.367	6.122	106.456	4.521	0.005	0.999	20000.0
120	642.019	6.254	113.425	4.778	0.004	0.999	20000.0
121	642.823	6.264	116.39	4.992	0.005	0.998	20000.0
122	681.685	6.643	128.354	5.423	0.005	0.999	20000.0
123	680.866	6.636	122.67	5.203	0.005	0.999	20000.0
124	702.737	6.849	132.15	5.584	0.004	0.998	20000.0
125	719.416	7.018	135.4	5.776	0.005	0.998	20000.0
126	599.964	5.85	112.757	4.787	0.004	0.999	30000.0
127	629.531	6.14	111.861	4.75	0.004	0.999	20000.0
128	625.832	6.104	109.339	4.655	0.004	0.999	20000.0
129	646.371	6.302	122.91	5.242	0.004	0.998	20000.0
130	628.198	6.124	124.453	5.301	0.004	0.998	20000.0
131	615.3	5.999	109.878	4.717	0.004	0.999	20000.0
132	616.172	6.006	112.328	4.782	0.004	0.999	20000.0
133	727.81	7.098	133.005	5.607	0.005	0.999	20000.0
134	653.821	6.374	120.235	5.153	0.005	0.999	20000.0
135	606.751	5.91	103.315	4.391	0.004	0.999	20000.0
136	754.545	7.361	143.357	6.093	0.006	0.998	20000.0
137	592.29	5.778	108.901	4.619	0.004	0.999	20000.0
138	560.975	5.47	87.423	3.729	0.004	0.999	20000.0
139	581.609	5.672	112.723	4.798	0.004	0.999	20000.0
140	710.619	6.927	126.358	5.318	0.005	0.998	20000.0
141	565.725	5.514	118.391	5.018	0.004	0.999	20000.0
142	698.89	6.817	127.133	5.409	0.005	0.998	20000.0
143	701.217	6.839	132.655	5.622	0.005	0.999	20000.0
144	648.451	6.318	118.978	5.029	0.004	0.999	20000.0
145	634.751	6.191	114.955	4.834	0.004	0.999	20000.0
146	715.885	6.979	144.387	6.132	0.005	0.998	20000.0
147	626.156	6.104	109.588	4.67	0.005	0.999	20000.0
148	688.902	6.719	124.847	5.323	0.005	0.998	20000.0
149	589.863	5.754	114.793	4.896	0.004	0.999	20000.0
150	693.872	6.768	130.683	5.588	0.005	0.998	20000.0
151	632.705	6.164	111.124	4.682	0.004	0.999	20000.0
152	660.377	6.439	141.637	6.004	0.005	0.998	30000.0
153	581.136	5.666	112.351	4.77	0.004	0.998	20000.0
154	627.027	6.113	107.781	4.583	0.004	0.999	20000.0
155	637.108	6.215	114.173	4.829	0.005	0.999	20000.0
156	668.788	6.519	112.351	4.782	0.005	0.999	20000.0
157	744.95	7.266	137.633	5.87	0.005	0.998	20000.0
158	602.106	5.865	106.671	4.548	0.004	0.999	20000.0
159	666.444	6.504	113.622	4.857	0.005	0.999	20000.0
160	680.095	6.624	122.247	5.161	0.005	0.999	20000.0
161	638.76	6.224	116.421	4.961	0.004	0.999	20000.0
162	585.588	5.705	101.872	4.335	0.004	0.999	20000.0
163	704.106	6.862	139.089	5.879	0.006	0.998	20000.0
164	650.696	6.344	111.845	4.748	0.005	0.999	20000.0
165	653.149	6.367	119.767	5.001	0.004	0.999	20000.0
166	644.778	6.29	119.412	5.073	0.004	0.998	20000.0
167	703.783	6.861	124.397	5.304	0.006	0.998	20000.0
168	666.76	6.503	121.057	5.148	0.004	0.998	30000.0
169	705.008	6.874	126.042	5.346	0.005	0.998	20000.0
170	613.198	5.975	119.827	5.088	0.004	0.998	20000.0
171	731.055	7.129	133.154	5.663	0.005	0.998	20000.0
172	640.066	6.24	110.564	4.682	0.005	0.999	20000.0
173	701.213	6.844	123.745	5.27	0.005	0.998	30000.0
174	626.974	6.111	111.41	4.735	0.004	0.999	20000.0
175	590.59	5.762	97.423	4.148	0.004	0.999	20000.0
176	620.926	6.051	115.955	4.913	0.005	0.999	20000.0
177	614.773	5.995	123.622	5.276	0.004	0.998	20000.0
178	652.117	6.357	134.602	5.731	0.005	0.998	30000.0
179	611.399	5.968	116.561	4.944	0.005	0.999	20000.0
180	674.873	6.578	120.828	5.123	0.005	0.998	20000.0
181	619.206	6.034	108.054	4.57	0.005	0.999	20000.0
182	570.389	5.567	100.084	4.24	0.004	0.999	20000.0
183	579.767	5.652	106.188	4.535	0.004	0.999	20000.0
184	673.786	6.574	127.198	5.404	0.005	0.998	20000.0
185	659.663	6.431	130.475	5.551	0.004	0.998	20000.0
186	639.943	6.236	113.815	4.809	0.004	0.999	20000.0
187	598.739	5.838	95.917	4.086	0.004	0.999	20000.0
188	688.426	6.712	125.65	5.334	0.005	0.999	20000.0
189	654.175	6.373	116.454	4.916	0.005	0.999	20000.0
190	626.745	6.11	110.276	4.743	0.005	0.999	20000.0
191	687.165	6.696	129.07	5.51	0.005	0.998	20000.0
192	696.859	6.794	133.003	5.639	0.005	0.998	20000.0
193	715.361	6.978	133.071	5.664	0.005	0.998	20000.0
194	669.382	6.524	124.602	5.281	0.005	0.999	20000.0
195	729.323	7.116	151.755	6.469	0.005	0.998	20000.0
196	601.782	5.87	113.73	4.876	0.004	0.999	20000.0
197	683.914	6.665	132.064	5.635	0.005	0.999	20000.0
198	602.52	5.876	106.529	4.605	0.004	0.999	20000.0
199	661.526	6.455	122.31	5.229	0.005	0.999	30000.0
200	697.403	6.805	134.272	5.683	0.005	0.998	20000.0
201	634.144	6.179	126.444	5.361	0.004	0.999	20000.0
202	626.709	6.113	127.21	5.415	0.004	0.999	20000.0
203	691.696	6.743	135.907	5.781	0.005	0.998	20000.0
204	664.229	6.474	117.929	4.976	0.004	0.999	20000.0
205	657.062	6.407	116.852	4.945	0.005	0.999	30000.0
206	633.589	6.172	121.89	5.145	0.005	0.999	20000.0
207	648.746	6.328	111.708	4.751	0.005	0.999	20000.0
208	633.418	6.174	108.217	4.573	0.004	0.999	30000.0
209	683.598	6.668	127.43	5.391	0.005	0.998	20000.0
210	742.324	7.244	133.75	5.651	0.006	0.998	20000.0
211	676.9	6.602	125.18	5.351	0.004	0.999	20000.0
212	649.01	6.327	105.927	4.473	0.005	0.999	20000.0
213	709.02	6.914	124.428	5.33	0.006	0.998	20000.0
214	611.236	5.959	112.633	4.734	0.004	0.999	20000.0
215	660.346	6.44	120.492	5.115	0.005	0.999	20000.0
216	657.978	6.418	126.43	5.36	0.005	0.999	20000.0
217	641.686	6.253	121.261	5.119	0.005	0.998	40000.0
218	640.11	6.245	123.489	5.246	0.004	0.999	20000.0
219	639.974	6.239	119.866	5.086	0.005	0.998	40000.0
220	616.083	6.009	104.741	4.451	0.005	0.999	20000.0
221	670.693	6.537	118.989	5.049	0.005	0.998	20000.0
222	701.323	6.835	130.389	5.49	0.005	0.998	20000.0
223	643.603	6.272	135.264	5.773	0.004	0.998	20000.0
224	575.176	5.609	91.573	3.857	0.005	0.999	20000.0
225	655.628	6.389	110.749	4.686	0.004	0.999	20000.0
226	665.369	6.492	113.498	4.799	0.005	0.999	20000.0
227	695.057	6.779	125.105	5.281	0.005	0.998	20000.0
228	675.625	6.589	126.811	5.408	0.005	0.998	20000.0
229	695.489	6.787	124.013	5.269	0.005	0.999	20000.0
230	695.262	6.777	124.496	5.315	0.005	0.998	20000.0
231	575.588	5.611	107.779	4.579	0.004	0.999	20000.0
232	639.924	6.234	121.827	5.212	0.005	0.999	20000.0
233	619.67	6.041	103.74	4.357	0.005	0.999	20000.0
234	601.585	5.863	106.676	4.545	0.004	0.999	20000.0
235	618.389	6.033	113.654	4.8	0.005	0.999	20000.0
236	677.56	6.607	121.105	5.205	0.005	0.998	20000.0
237	651.352	6.353	115.605	4.927	0.005	0.999	20000.0
238	639.075	6.231	112.092	4.747	0.005	0.999	20000.0
239	619.293	6.033	102.799	4.401	0.004	0.999	20000.0
240	667.527	6.509	119.231	5.066	0.005	0.999	20000.0
241	649.129	6.336	121.452	5.148	0.004	0.998	20000.0
242	599.115	5.844	111.824	4.749	0.004	0.999	20000.0
243	614.323	5.988	105.014	4.474	0.005	0.999	20000.0
244	701.204	6.839	115.711	4.895	0.006	0.999	20000.0
245	637.48	6.211	112.137	4.786	0.004	0.999	20000.0
246	586.165	5.711	110.344	4.713	0.004	0.999	20000.0
247	686.696	6.688	124.187	5.244	0.005	0.998	20000.0
248	583.613	5.689	105.226	4.455	0.004	0.999	20000.0
249	715.758	6.98	126.379	5.329	0.005	0.998	20000.0
250	680.861	6.64	131.786	5.597	0.005	0.999	20000.0
251	658.729	6.422	117.534	5.059	0.005	0.998	20000.0
252	624.703	6.093	108.043	4.583	0.005	0.999	20000.0
253	586.965	5.723	99.357	4.191	0.004	0.999	20000.0
254	664.918	6.483	118.336	5.028	0.005	0.999	20000.0
255	628.674	6.132	123.171	5.201	0.004	0.999	20000.0
256	634.891	6.19	108.377	4.598	0.005	0.999	20000.0
257	680.715	6.634	128.811	5.442	0.005	0.999	20000.0
258	685.114	6.678	128.961	5.478	0.005	0.998	20000.0
259	684.534	6.672	135.64	5.798	0.005	0.998	20000.0
260	611.585	5.967	101.112	4.271	0.005	0.999	20000.0
261	770.311	7.512	163.854	6.912	0.005	0.997	20000.0
262	658.173	6.417	115.222	4.893	0.005	0.999	20000.0
263	607.84	5.933	110.064	4.712	0.005	0.999	20000.0
264	663.326	6.465	132.722	5.625	0.005	0.999	20000.0
265	681.781	6.647	121.044	5.135	0.005	0.999	20000.0
266	654.586	6.386	111.571	4.798	0.005	0.999	20000.0
267	633.738	6.174	120.134	5.122	0.004	0.999	20000.0
268	673.903	6.572	120.621	5.059	0.005	0.999	20000.0
269	637.652	6.218	109.585	4.626	0.004	0.999	20000.0
270	625.228	6.094	127.299	5.421	0.005	0.999	20000.0
271	784.356	7.651	140.037	5.994	0.006	0.998	20000.0
272	601.877	5.871	100.089	4.252	0.004	0.999	20000.0
273	637.558	6.211	110.018	4.704	0.005	0.999	20000.0
274	612.791	5.978	110.96	4.71	0.004	0.999	20000.0
275	555.872	5.421	95.127	4.019	0.004	0.999	20000.0
276	692.12	6.745	120.856	5.15	0.005	0.999	20000.0
277	617.616	6.022	116.116	4.97	0.004	0.999	20000.0
278	731.713	7.135	135.076	5.739	0.005	0.998	20000.0
279	670.723	6.537	122.45	5.212	0.005	0.998	20000.0
280	635.998	6.203	116.792	4.982	0.004	0.999	20000.0
281	600.936	5.862	113.749	4.85	0.005	0.999	20000.0
282	645.787	6.297	114.629	4.827	0.004	0.999	20000.0
283	681.317	6.642	117.762	5.005	0.005	0.998	20000.0
284	618.455	6.029	115.652	4.909	0.004	0.999	20000.0
285	740.424	7.222	141.006	5.964	0.005	0.998	20000.0
286	623.641	6.08	117.544	4.948	0.005	0.999	20000.0
287	747.242	7.293	134.717	5.772	0.005	0.998	20000.0
288	595.64	5.81	107.076	4.542	0.004	0.999	20000.0
289	611.087	5.966	105.392	4.475	0.004	0.999	20000.0
290	721.189	7.028	125.562	5.306	0.005	0.998	20000.0
291	732.851	7.141	127.468	5.389	0.005	0.998	20000.0
292	637.372	6.213	106.89	4.552	0.005	0.999	20000.0
293	614.714	5.992	102.558	4.389	0.005	0.999	20000.0
294	673.994	6.573	122.913	5.198	0.004	0.999	20000.0
295	671.455	6.542	122.757	5.212	0.004	0.999	20000.0
296	633.89	6.175	118.583	4.983	0.005	0.999	20000.0
297	591.965	5.771	98.766	4.193	0.004	0.999	20000.0
298	650.333	6.34	129.967	5.472	0.004	0.998	20000.0
299	655.635	6.385	114.57	4.873	0.005	0.999	20000.0
300	694.692	6.769	141.853	6.101	0.005	0.999	20000.0
301	712.75	6.949	137.276	5.883	0.005	0.998	20000.0
302	625.334	6.101	114.102	4.879	0.004	0.999	20000.0
303	644.049	6.275	117.179	4.986	0.004	0.999	20000.0
304	645.241	6.282	115.692	4.894	0.005	0.999	20000.0
305	689.143	6.72	134.647	5.746	0.006	0.998	20000.0
306	705.769	6.883	136.883	5.809	0.005	0.999	20000.0
307	646.532	6.3	115.304	4.877	0.004	0.999	20000.0
308	671.325	6.549	120.261	5.142	0.005	0.998	20000.0
309	631.821	6.161	117.678	5.041	0.005	0.999	20000.0
310	677.022	6.595	119.924	5.075	0.005	0.999	20000.0
311	644.753	6.286	118.087	5.017	0.004	0.999	20000.0
312	654.497	6.383	121.761	5.192	0.005	0.998	20000.0
313	665.608	6.488	116.683	4.958	0.005	0.999	20000.0
314	648.773	6.328	121.411	5.173	0.004	0.999	20000.0
315	638.957	6.233	121.18	5.169	0.004	0.998	20000.0
316	651.57	6.352	123.687	5.239	0.004	0.999	20000.0
317	688.813	6.718	131.819	5.615	0.006	0.999	20000.0
318	613.013	5.981	114.478	4.865	0.005	0.998	20000.0
319	646.873	6.306	117.507	5.03	0.005	0.998	20000.0
320	613.9	5.981	99.336	4.26	0.004	0.999	20000.0
321	667.725	6.511	120.011	5.123	0.004	0.999	20000.0
322	651.402	6.348	125.626	5.304	0.005	0.998	20000.0
323	680.147	6.634	149.004	6.316	0.005	0.997	20000.0
324	637.977	6.221	109.366	4.634	0.005	0.999	20000.0
325	676.681	6.598	115.011	4.928	0.005	0.999	20000.0
326	676.985	6.603	126.374	5.382	0.005	0.999	20000.0
327	678.708	6.613	126.382	5.36	0.005	0.999	20000.0
328	737.16	7.189	125.787	5.387	0.006	0.998	20000.0
329	669.349	6.529	132.71	5.654	0.005	0.998	20000.0
330	569.21	5.545	97.099	4.161	0.004	0.999	20000.0
331	673.112	6.566	120.081	5.067	0.005	0.998	20000.0
332	652.378	6.36	118.97	5.097	0.005	0.999	20000.0
333	672.887	6.554	115.682	4.932	0.005	0.999	20000.0
334	624.362	6.086	110.19	4.685	0.004	0.999	20000.0
335	679.448	6.624	131.462	5.578	0.004	0.998	20000.0
336	728.975	7.11	138.901	5.898	0.006	0.998	20000.0
337	656.111	6.398	132.38	5.674	0.005	0.998	20000.0
338	678.123	6.611	120.112	5.114	0.005	0.998	20000.0
339	660.302	6.438	126.205	5.342	0.005	0.999	20000.0
340	677.838	6.61	138.202	5.894	0.004	0.998	20000.0
341	712.405	6.946	132.832	5.616	0.006	0.998	20000.0
342	655.114	6.39	118.617	5.05	0.005	0.999	20000.0
343	773.045	7.539	160.079	6.767	0.005	0.997	30000.0
344	607.067	5.921	105.442	4.518	0.004	0.999	20000.0
345	684.339	6.671	133.408	5.641	0.005	0.998	20000.0
346	597.091	5.821	104.913	4.475	0.004	0.999	20000.0
347	629.425	6.134	110.468	4.692	0.004	0.999	20000.0
348	589.59	5.747	104.615	4.446	0.004	0.999	20000.0
349	692.527	6.752	141.65	5.991	0.005	0.998	20000.0
350	708.04	6.902	129.584	5.5	0.005	0.998	20000.0
351	685.81	6.684	134.103	5.74	0.005	0.999	20000.0
352	572.496	5.58	106.888	4.52	0.004	0.999	20000.0
353	660.798	6.441	123.274	5.283	0.005	0.999	20000.0
354	682.775	6.658	145.43	6.121	0.005	0.998	20000.0
355	647.465	6.311	114.287	4.817	0.004	0.999	20000.0
356	638.722	6.23	117.658	4.982	0.005	0.999	20000.0
357	643.813	6.281	111.251	4.738	0.005	0.999	20000.0
358	702.651	6.85	135.942	5.839	0.005	0.999	20000.0
359	659.038	6.432	113.03	4.813	0.005	0.999	20000.0
360	630.783	6.15	114.133	4.835	0.004	0.999	20000.0
361	636.075	6.199	107.205	4.539	0.004	0.999	20000.0
362	731.965	7.141	135.56	5.776	0.006	0.998	20000.0
363	622.593	6.074	97.771	4.16	0.005	0.999	20000.0
364	715.375	6.974	126.002	5.281	0.006	0.998	20000.0
365	627.849	6.124	102.939	4.359	0.005	0.999	20000.0
366	720.439	7.027	132.0	5.613	0.005	0.998	20000.0
367	615.656	6.005	124.81	5.292	0.004	0.999	20000.0
368	682.866	6.66	123.904	5.243	0.005	0.999	20000.0
369	643.178	6.275	113.14	4.832	0.005	0.999	20000.0
370	657.165	6.408	124.977	5.342	0.004	0.999	20000.0
371	628.048	6.128	104.926	4.46	0.005	0.999	20000.0
372	728.991	7.104	142.161	6.068	0.006	0.999	20000.0
373	681.569	6.645	145.35	6.147	0.005	0.998	20000.0
374	636.026	6.198	111.133	4.703	0.004	0.999	20000.0
375	640.715	6.25	119.942	5.125	0.004	0.999	20000.0
376	584.288	5.691	113.354	4.816	0.004	0.999	20000.0
377	619.861	6.044	106.696	4.526	0.005	0.999	20000.0
378	626.729	6.11	112.094	4.764	0.005	0.998	20000.0
379	651.593	6.352	122.595	5.211	0.005	0.998	20000.0
380	718.817	7.009	133.68	5.648	0.005	0.998	20000.0
381	589.861	5.748	110.133	4.645	0.004	0.999	20000.0
382	640.143	6.245	108.094	4.58	0.005	0.999	20000.0
383	654.811	6.382	125.786	5.339	0.005	0.998	20000.0
384	650.936	6.346	119.949	5.129	0.005	0.999	20000.0
385	591.203	5.767	107.059	4.567	0.004	0.999	20000.0
386	615.371	5.997	98.977	4.248	0.005	0.999	20000.0
387	678.476	6.612	116.652	4.957	0.005	0.999	20000.0
388	689.801	6.733	118.293	5.045	0.005	0.999	20000.0
389	687.909	6.712	150.91	6.438	0.004	0.998	20000.0
390	678.594	6.619	129.574	5.467	0.005	0.998	20000.0
391	644.408	6.288	124.371	5.27	0.004	0.999	20000.0
392	682.411	6.657	126.883	5.388	0.005	0.998	20000.0
393	684.349	6.67	120.973	5.1	0.005	0.998	20000.0
394	658.482	6.425	131.606	5.636	0.004	0.998	20000.0
395	600.999	5.865	108.026	4.611	0.004	0.999	20000.0
396	637.884	6.219	111.848	4.716	0.005	0.999	20000.0
397	611.372	5.963	112.361	4.78	0.004	0.999	20000.0
398	704.927	6.873	129.518	5.517	0.005	0.998	20000.0
399	618.64	6.033	109.775	4.775	0.004	0.999	20000.0
400	636.798	6.205	116.333	4.916	0.005	0.999	20000.0
401	663.327	6.468	121.473	5.149	0.005	0.999	20000.0
402	725.389	7.075	143.104	6.007	0.006	0.998	20000.0
403	623.568	6.083	118.817	5.063	0.005	0.999	20000.0
404	572.604	5.588	98.59	4.126	0.004	0.999	20000.0
405	650.913	6.351	121.317	5.147	0.004	0.999	20000.0
406	708.602	6.908	127.536	5.468	0.005	0.998	20000.0
407	633.622	6.18	105.042	4.424	0.005	0.999	20000.0
408	723.79	7.054	156.539	6.571	0.006	0.998	30000.0
409	697.179	6.801	144.456	6.101	0.005	0.998	20000.0
410	661.82	6.451	131.462	5.617	0.005	0.998	20000.0
411	679.012	6.622	113.817	4.81	0.005	0.998	20000.0
412	629.102	6.13	108.249	4.629	0.004	0.999	20000.0
413	653.171	6.375	118.798	5.069	0.005	0.999	20000.0
414	532.951	5.198	88.807	3.789	0.003	0.999	20000.0
415	636.807	6.206	116.88	4.952	0.005	0.998	20000.0
416	640.358	6.244	118.373	4.992	0.005	0.999	20000.0
417	659.275	6.424	127.414	5.416	0.005	0.999	20000.0
418	615.025	5.996	115.081	4.892	0.004	0.999	20000.0
419	664.522	6.48	123.557	5.197	0.005	0.999	20000.0
420	650.922	6.345	122.971	5.25	0.004	0.998	20000.0
421	604.078	5.893	106.971	4.512	0.004	0.999	20000.0
422	634.46	6.185	112.95	4.746	0.005	0.999	20000.0
423	584.309	5.699	105.753	4.488	0.004	0.999	20000.0
424	577.362	5.631	95.629	4.075	0.004	0.999	20000.0
425	626.015	6.099	114.666	4.799	0.004	0.999	20000.0
426	585.234	5.705	96.926	4.104	0.004	0.999	20000.0
427	686.036	6.685	137.536	5.808	0.005	0.998	20000.0
428	580.527	5.66	99.065	4.209	0.004	0.999	20000.0
429	645.448	6.29	114.908	4.876	0.005	0.999	20000.0
430	591.979	5.772	112.597	4.803	0.005	0.999	30000.0
431	675.1	6.58	131.989	5.671	0.005	0.998	20000.0
432	715.821	6.983	141.536	6.009	0.005	0.998	20000.0
433	580.459	5.662	96.54	4.092	0.005	0.999	20000.0
434	582.295	5.676	102.648	4.363	0.004	0.999	20000.0
435	662.011	6.455	131.079	5.546	0.004	0.998	20000.0
436	730.28	7.118	137.192	5.792	0.005	0.998	20000.0
437	597.451	5.823	111.288	4.723	0.004	0.999	20000.0
438	695.76	6.783	124.599	5.307	0.005	0.999	20000.0
439	655.502	6.394	130.788	5.593	0.005	0.998	20000.0
440	682.099	6.647	133.124	5.611	0.005	0.998	20000.0
441	643.586	6.277	103.728	4.424	0.005	0.999	20000.0
442	638.585	6.227	124.961	5.339	0.004	0.999	20000.0
443	649.364	6.328	119.858	5.135	0.004	0.999	20000.0
444	709.043	6.912	134.035	5.733	0.005	0.999	20000.0
445	661.057	6.446	127.557	5.413	0.004	0.999	20000.0
446	688.063	6.71	125.355	5.322	0.005	0.998	20000.0
447	643.467	6.271	118.869	5.027	0.005	0.999	20000.0
448	688.957	6.721	125.378	5.331	0.005	0.998	20000.0
