NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
102	237.798	7.751	39.786	6.872	0.006	0.997	20000.0
103	213.866	6.933	30.942	5.087	0.006	0.998	20000.0
104	220.827	7.179	32.831	5.704	0.006	0.997	20000.0
105	228.933	7.537	36.2	6.254	0.007	0.996	20000.0
106	212.127	6.988	31.437	5.221	0.006	0.997	30000.0
107	211.921	6.877	31.151	5.297	0.006	0.997	30000.0
108	189.256	6.194	28.873	4.889	0.005	0.998	20000.0
109	211.303	6.838	31.842	5.257	0.006	0.997	20000.0
110	210.061	6.89	31.906	5.444	0.006	0.997	20000.0
111	229.667	7.514	33.417	5.592	0.006	0.997	20000.0
112	243.59	7.911	36.2	6.325	0.007	0.997	20000.0
113	209.308	6.825	31.408	5.434	0.005	0.998	20000.0
114	190.425	6.27	28.658	4.827	0.005	0.998	30000.0
115	228.775	7.533	33.908	5.666	0.006	0.997	20000.0
116	227.854	7.505	34.787	5.944	0.007	0.997	20000.0
117	201.514	6.644	32.2	5.406	0.006	0.998	50000.0
118	213.481	7.028	31.388	5.299	0.006	0.998	20000.0
119	232.616	7.661	33.001	5.794	0.006	0.997	20000.0
120	247.912	8.166	37.133	6.283	0.007	0.997	30000.0
121	166.644	5.494	23.28	3.956	0.004	0.999	30000.0
122	179.343	5.871	28.734	4.843	0.006	0.998	20000.0
123	193.63	6.384	29.312	4.941	0.006	0.998	40000.0
124	214.309	6.995	31.377	5.074	0.005	0.998	30000.0
125	240.655	7.926	35.47	6.154	0.007	0.997	20000.0
126	191.953	6.207	27.44	4.612	0.006	0.997	40000.0
127	231.083	7.56	38.426	6.42	0.006	0.997	20000.0
128	207.757	6.838	30.22	5.13	0.007	0.998	20000.0
129	239.737	7.898	37.705	6.688	0.007	0.996	30000.0
130	220.206	7.144	34.675	5.78	0.005	0.997	20000.0
131	229.617	7.484	35.354	6.049	0.006	0.997	20000.0
132	209.252	6.89	32.665	5.586	0.005	0.997	20000.0
133	207.464	6.834	33.298	5.673	0.006	0.997	20000.0
134	272.646	8.858	40.755	7.1	0.008	0.995	20000.0
135	221.401	7.265	32.084	5.445	0.006	0.998	20000.0
136	228.514	7.492	34.425	5.98	0.007	0.997	30000.0
137	219.399	7.155	31.842	5.377	0.006	0.998	20000.0
138	175.666	5.792	26.231	4.423	0.005	0.998	20000.0
139	224.325	7.327	34.729	5.976	0.005	0.997	20000.0
140	207.234	6.819	30.893	5.321	0.006	0.997	20000.0
141	237.977	7.726	34.956	5.911	0.007	0.997	20000.0
142	222.291	7.251	32.806	5.577	0.006	0.997	30000.0
143	210.471	6.839	29.422	5.008	0.006	0.998	20000.0
144	230.45	7.503	32.972	5.605	0.007	0.997	30000.0
145	244.087	7.98	35.671	5.943	0.007	0.997	20000.0
146	215.475	7.02	34.902	6.067	0.005	0.997	20000.0
147	203.76	6.639	32.379	5.559	0.005	0.998	20000.0
148	214.272	7.052	31.791	5.592	0.007	0.997	20000.0
149	200.707	6.551	30.749	5.319	0.004	0.997	20000.0
150	183.006	5.942	27.315	4.526	0.004	0.998	30000.0
151	224.063	7.326	33.146	5.705	0.006	0.997	20000.0
152	216.259	7.102	33.917	5.949	0.007	0.997	30000.0
153	185.039	5.983	28.479	4.814	0.006	0.997	20000.0
154	167.952	5.433	25.426	4.384	0.005	0.998	30000.0
155	232.374	7.618	34.48	5.894	0.007	0.997	20000.0
156	198.95	6.506	29.694	5.019	0.006	0.998	20000.0
157	240.771	7.852	35.62	5.953	0.007	0.997	20000.0
158	232.77	7.589	36.182	6.169	0.007	0.997	30000.0
159	230.907	7.541	35.209	6.016	0.005	0.997	20000.0
160	190.658	6.208	32.439	5.41	0.006	0.997	20000.0
161	211.198	6.896	32.414	5.4	0.006	0.998	20000.0
162	209.128	6.785	30.49	5.078	0.006	0.998	30000.0
163	195.587	6.429	30.279	5.265	0.005	0.997	20000.0
164	220.644	7.265	35.034	5.846	0.005	0.997	20000.0
165	246.708	8.004	39.916	6.535	0.006	0.997	40000.0
166	211.065	6.881	31.725	5.401	0.006	0.998	30000.0
167	231.923	7.557	33.407	5.682	0.007	0.997	20000.0
168	202.217	6.654	29.572	5.088	0.006	0.997	20000.0
169	237.38	7.763	34.85	6.077	0.006	0.997	20000.0
170	156.603	5.067	23.75	3.876	0.004	0.999	40000.0
171	187.091	6.067	27.784	4.682	0.006	0.998	40000.0
172	252.111	8.196	38.369	6.42	0.007	0.996	30000.0
173	225.101	7.421	37.362	6.367	0.007	0.997	30000.0
174	218.087	7.182	32.276	5.506	0.006	0.998	20000.0
175	249.301	8.109	37.046	6.258	0.006	0.997	30000.0
176	218.423	7.063	31.552	5.217	0.007	0.997	30000.0
177	197.915	6.419	28.405	4.788	0.005	0.998	20000.0
178	220.334	7.21	31.034	5.345	0.006	0.998	20000.0
179	207.881	6.739	32.373	5.33	0.006	0.998	20000.0
180	223.72	7.31	33.285	5.544	0.007	0.997	50000.0
181	231.643	7.623	36.552	6.255	0.007	0.997	20000.0
182	203.528	6.693	29.588	5.099	0.006	0.998	30000.0
183	203.639	6.664	30.977	5.339	0.005	0.997	20000.0
184	230.894	7.547	33.985	5.813	0.006	0.997	40000.0
185	212.567	6.898	30.719	5.179	0.006	0.997	20000.0
186	210.043	6.86	31.347	5.253	0.006	0.997	20000.0
187	223.33	7.359	34.144	5.888	0.006	0.997	30000.0
188	213.531	7.029	31.766	5.375	0.008	0.998	20000.0
189	238.035	7.754	36.471	6.05	0.006	0.997	20000.0
190	223.492	7.295	32.874	5.657	0.007	0.997	30000.0
191	208.657	6.827	31.541	5.396	0.006	0.998	20000.0
192	208.208	6.861	28.915	4.929	0.006	0.998	50000.0
193	233.022	7.591	32.503	5.456	0.006	0.997	20000.0
194	197.679	6.518	30.078	5.191	0.006	0.997	20000.0
195	211.743	6.948	31.63	5.395	0.007	0.997	30000.0
196	188.828	6.11	28.16	4.611	0.005	0.998	20000.0
197	194.971	6.394	28.432	4.81	0.005	0.998	20000.0
198	179.37	5.8	31.286	5.295	0.005	0.997	40000.0
199	212.373	6.923	33.081	5.541	0.006	0.998	20000.0
200	199.074	6.437	34.103	5.779	0.005	0.997	20000.0
201	209.171	6.861	32.379	5.537	0.005	0.998	20000.0
202	235.68	7.764	35.894	6.074	0.007	0.997	40000.0
203	204.546	6.739	31.254	5.259	0.006	0.998	20000.0
204	211.95	6.915	33.976	5.76	0.005	0.997	20000.0
205	195.421	6.387	27.924	4.736	0.005	0.998	20000.0
206	207.912	6.756	29.906	5.013	0.005	0.998	30000.0
207	199.894	6.478	28.58	4.768	0.006	0.998	50000.0
208	194.137	6.356	27.833	4.919	0.006	0.998	20000.0
209	191.063	6.295	27.037	4.632	0.005	0.998	20000.0
210	223.537	7.261	31.533	5.27	0.006	0.998	20000.0
211	210.834	6.944	33.489	5.691	0.006	0.997	20000.0
212	184.212	6.069	28.743	4.864	0.006	0.998	20000.0
213	198.923	6.467	29.889	4.992	0.005	0.998	20000.0
214	189.811	6.168	29.242	4.932	0.006	0.998	20000.0
215	208.887	6.771	29.778	5.071	0.005	0.998	20000.0
216	234.509	7.728	35.985	6.021	0.007	0.997	30000.0
217	193.018	6.354	35.023	6.024	0.005	0.997	20000.0
218	231.05	7.537	36.322	6.16	0.006	0.997	20000.0
219	187.371	6.059	27.533	4.791	0.006	0.997	40000.0
220	237.165	7.692	40.128	6.656	0.007	0.996	20000.0
221	201.464	6.532	30.904	5.216	0.005	0.998	20000.0
222	185.259	6.086	26.789	4.641	0.006	0.998	20000.0
223	208.314	6.795	30.296	5.182	0.006	0.998	20000.0
224	187.863	6.184	27.637	4.75	0.005	0.998	20000.0
225	220.16	7.252	32.283	5.46	0.006	0.997	20000.0
226	207.201	6.82	32.38	5.527	0.007	0.997	20000.0
227	218.095	7.189	33.593	5.787	0.007	0.997	20000.0
228	217.423	7.08	33.475	5.699	0.006	0.997	20000.0
229	239.822	7.897	35.424	6.052	0.007	0.997	20000.0
230	221.114	7.282	32.017	5.553	0.006	0.997	20000.0
231	253.006	8.269	41.283	6.985	0.008	0.997	20000.0
232	204.952	6.732	30.108	5.174	0.006	0.997	20000.0
233	226.376	7.39	38.123	6.28	0.006	0.997	20000.0
234	214.852	7.038	31.216	5.385	0.005	0.998	30000.0
235	206.724	6.734	29.801	5.018	0.005	0.998	20000.0
236	200.225	6.602	30.422	5.163	0.007	0.997	30000.0
237	193.11	6.36	30.715	5.22	0.005	0.998	20000.0
238	180.833	5.854	25.177	4.264	0.005	0.998	30000.0
239	238.82	7.87	43.163	7.548	0.007	0.996	40000.0
240	223.857	7.298	30.996	5.206	0.006	0.998	20000.0
241	221.667	7.303	32.748	5.554	0.006	0.997	20000.0
242	192.231	6.304	28.689	4.943	0.005	0.998	20000.0
243	219.887	7.204	34.386	5.896	0.006	0.997	20000.0
244	217.825	7.057	34.857	5.923	0.006	0.996	20000.0
245	191.827	6.31	29.604	4.915	0.006	0.998	30000.0
246	217.737	7.172	35.226	6.173	0.006	0.997	20000.0
247	210.716	6.863	30.692	5.265	0.005	0.997	30000.0
248	199.991	6.547	30.194	5.072	0.006	0.998	20000.0
249	222.677	7.34	33.082	5.582	0.006	0.997	20000.0
250	208.629	6.862	33.835	5.801	0.006	0.998	20000.0
251	169.994	5.498	25.461	4.302	0.005	0.998	20000.0
252	210.644	6.822	34.66	6.027	0.005	0.997	40000.0
253	217.957	7.143	35.014	5.916	0.006	0.997	20000.0
254	209.09	6.797	31.486	5.278	0.005	0.997	20000.0
255	204.3	6.668	30.6	5.293	0.006	0.998	20000.0
256	174.839	5.749	25.795	4.363	0.005	0.998	20000.0
257	211.816	6.938	30.355	5.321	0.005	0.998	20000.0
258	235.607	7.766	33.387	5.737	0.007	0.997	40000.0
259	246.807	8.035	42.005	7.103	0.007	0.997	20000.0
260	202.545	6.669	28.567	4.891	0.005	0.998	20000.0
261	237.924	7.792	40.811	7.223	0.006	0.996	20000.0
262	227.713	7.448	33.865	5.927	0.006	0.997	20000.0
263	218.417	7.202	31.765	5.355	0.008	0.997	40000.0
264	216.145	7.072	30.957	5.234	0.006	0.998	20000.0
265	229.63	7.504	36.845	6.177	0.006	0.997	20000.0
266	262.314	8.554	37.834	6.465	0.008	0.997	20000.0
267	221.396	7.295	34.663	6.016	0.007	0.997	20000.0
268	215.939	7.106	31.979	5.429	0.007	0.997	30000.0
269	211.694	6.968	30.626	5.141	0.006	0.998	20000.0
270	206.562	6.7	34.898	6.079	0.006	0.997	20000.0
271	199.422	6.473	28.583	4.764	0.006	0.998	20000.0
272	210.185	6.876	35.999	6.188	0.005	0.998	20000.0
273	242.293	7.897	37.333	6.285	0.007	0.997	20000.0
274	216.995	7.085	32.144	5.391	0.006	0.997	40000.0
275	218.87	7.202	32.818	5.643	0.007	0.997	30000.0
276	253.917	8.273	38.12	6.41	0.006	0.997	20000.0
277	223.881	7.305	33.922	5.71	0.006	0.997	20000.0
278	206.83	6.811	32.782	5.627	0.006	0.997	20000.0
279	221.491	7.186	33.249	5.673	0.007	0.997	20000.0
280	225.041	7.414	34.069	5.761	0.006	0.997	20000.0
281	168.06	5.454	25.174	4.194	0.004	0.998	20000.0
282	213.45	6.976	31.796	5.368	0.006	0.998	20000.0
283	227.894	7.475	36.131	6.053	0.007	0.997	20000.0
284	182.933	6.02	26.385	4.577	0.005	0.998	30000.0
285	210.043	6.829	32.189	5.358	0.005	0.998	30000.0
286	220.387	7.209	32.218	5.484	0.006	0.998	20000.0
287	211.844	6.967	32.318	5.392	0.007	0.997	20000.0
288	218.973	7.177	32.715	5.606	0.006	0.997	20000.0
289	210.554	6.857	34.949	5.851	0.005	0.997	20000.0
290	220.818	7.175	33.719	5.791	0.006	0.997	20000.0
291	223.071	7.299	32.833	5.603	0.007	0.997	20000.0
292	199.723	6.465	30.753	5.149	0.007	0.997	20000.0
293	182.389	5.932	28.252	4.78	0.005	0.998	20000.0
294	191.93	6.292	27.517	4.684	0.005	0.998	20000.0
295	200.394	6.601	29.489	5.187	0.007	0.997	20000.0
296	203.364	6.7	28.439	4.812	0.006	0.998	40000.0
297	226.524	7.362	32.076	5.264	0.007	0.998	20000.0
298	206.076	6.707	30.885	5.303	0.007	0.998	20000.0
299	217.437	7.068	32.715	5.572	0.006	0.998	20000.0
300	225.897	7.439	33.789	5.778	0.006	0.997	20000.0
301	193.931	6.381	27.251	4.711	0.005	0.998	30000.0
302	237.769	7.828	35.517	5.958	0.007	0.997	20000.0
303	177.051	5.765	28.047	4.775	0.005	0.998	20000.0
304	206.983	6.82	29.993	5.163	0.006	0.997	20000.0
305	228.583	7.532	35.396	6.147	0.007	0.996	20000.0
306	224.087	7.381	33.298	5.704	0.007	0.997	20000.0
307	186.354	6.038	27.723	4.63	0.006	0.998	30000.0
308	173.963	5.626	26.581	4.451	0.005	0.998	20000.0
309	175.028	5.76	25.385	4.408	0.005	0.998	20000.0
310	205.524	6.712	30.345	5.119	0.005	0.998	30000.0
311	215.817	7.018	31.9	5.267	0.006	0.998	20000.0
312	200.079	6.499	34.995	5.865	0.005	0.997	20000.0
313	207.995	6.79	29.673	5.164	0.005	0.998	20000.0
314	205.155	6.731	30.153	5.09	0.006	0.998	20000.0
315	241.231	7.949	35.667	6.115	0.007	0.997	60000.0
316	204.349	6.68	31.256	5.226	0.005	0.998	20000.0
317	223.717	7.267	36.164	6.07	0.006	0.998	20000.0
318	235.442	7.705	37.716	6.322	0.006	0.997	20000.0
319	198.514	6.504	29.717	4.978	0.006	0.998	20000.0
320	196.55	6.446	29.929	5.16	0.006	0.998	20000.0
321	181.307	5.933	26.709	4.682	0.005	0.998	20000.0
322	195.091	6.355	28.889	4.907	0.005	0.998	60000.0
323	259.838	8.461	43.52	7.406	0.007	0.996	20000.0
324	213.112	7.014	29.706	5.103	0.007	0.998	30000.0
325	218.242	7.19	33.733	5.684	0.006	0.997	20000.0
326	191.801	6.294	31.235	5.407	0.006	0.997	20000.0
327	247.183	8.064	37.007	6.252	0.008	0.997	20000.0
328	239.795	7.814	36.916	6.197	0.006	0.997	20000.0
329	204.936	6.639	33.659	5.712	0.006	0.997	20000.0
330	205.083	6.715	29.147	4.979	0.006	0.998	30000.0
331	219.808	7.196	35.697	6.082	0.006	0.997	20000.0
332	233.421	7.59	38.312	6.485	0.006	0.997	20000.0
333	247.108	8.068	36.493	6.02	0.007	0.997	30000.0
334	208.498	6.786	32.184	5.477	0.005	0.997	30000.0
335	207.5	6.749	30.555	5.236	0.005	0.998	80000.0
336	218.965	7.136	34.972	6.05	0.007	0.997	20000.0
337	191.037	6.269	28.776	4.825	0.005	0.998	20000.0
338	228.615	7.442	36.968	6.285	0.006	0.998	20000.0
339	255.219	8.323	47.383	8.11	0.007	0.995	20000.0
340	253.434	8.247	37.873	6.322	0.007	0.997	30000.0
341	184.715	6.077	25.604	4.409	0.006	0.998	20000.0
342	216.127	7.123	30.427	5.26	0.005	0.997	20000.0
343	221.644	7.188	32.81	5.547	0.006	0.997	50000.0
344	208.938	6.876	30.826	5.224	0.006	0.998	20000.0
345	217.757	7.07	31.223	5.277	0.006	0.997	20000.0
346	231.695	7.575	36.326	6.077	0.006	0.997	20000.0
347	222.017	7.22	33.254	5.473	0.006	0.997	20000.0
348	218.265	7.142	35.391	6.185	0.006	0.996	20000.0
349	189.403	6.173	31.502	5.248	0.004	0.998	20000.0
350	212.718	7.003	32.494	5.693	0.006	0.998	30000.0
351	198.182	6.415	30.198	5.015	0.006	0.997	20000.0
352	189.938	6.249	27.418	4.696	0.006	0.998	20000.0
353	216.551	7.141	33.061	5.563	0.007	0.997	30000.0
354	195.722	6.403	31.934	5.517	0.005	0.998	40000.0
355	218.727	7.115	32.277	5.329	0.006	0.997	20000.0
356	204.401	6.725	30.614	5.421	0.006	0.997	20000.0
357	206.579	6.81	32.223	5.588	0.006	0.997	20000.0
358	206.956	6.726	32.862	5.585	0.005	0.997	20000.0
359	192.192	6.331	26.866	4.648	0.005	0.997	20000.0
360	208.702	6.832	30.23	5.149	0.006	0.998	20000.0
361	193.733	6.344	27.818	4.826	0.006	0.998	20000.0
362	224.392	7.322	33.801	5.721	0.006	0.997	30000.0
363	247.539	8.151	37.134	6.326	0.007	0.997	20000.0
364	229.172	7.514	37.999	6.451	0.007	0.996	30000.0
365	213.731	6.937	31.77	5.261	0.006	0.997	20000.0
366	247.956	8.164	37.065	6.342	0.008	0.996	30000.0
367	228.183	7.512	34.191	5.838	0.007	0.997	20000.0
368	208.196	6.738	32.433	5.56	0.006	0.997	30000.0
369	250.915	8.222	40.162	6.844	0.007	0.996	20000.0
370	197.477	6.407	26.846	4.573	0.005	0.998	40000.0
371	205.953	6.731	29.206	4.895	0.005	0.998	20000.0
372	208.125	6.768	31.339	5.276	0.005	0.998	20000.0
373	169.615	5.58	24.909	4.216	0.005	0.998	20000.0
374	206.032	6.782	30.974	5.285	0.006	0.997	20000.0
375	218.839	7.121	33.16	5.423	0.006	0.998	30000.0
376	200.107	6.482	30.776	5.258	0.005	0.997	20000.0
377	237.578	7.821	33.588	5.618	0.007	0.998	30000.0
378	215.2	6.967	36.808	6.316	0.006	0.997	20000.0
379	203.723	6.599	30.198	5.064	0.006	0.997	20000.0
380	186.453	6.045	28.329	4.9	0.005	0.998	40000.0
381	202.145	6.537	30.603	5.209	0.006	0.997	20000.0
382	200.673	6.567	29.997	5.035	0.006	0.998	20000.0
383	184.021	5.951	26.009	4.382	0.006	0.998	30000.0
384	204.724	6.744	31.209	5.342	0.006	0.998	20000.0
385	208.961	6.879	33.809	5.859	0.006	0.997	30000.0
386	245.954	8.065	36.688	6.328	0.007	0.997	40000.0
387	210.099	6.823	29.857	5.166	0.006	0.997	30000.0
388	208.627	6.871	31.002	5.298	0.005	0.998	20000.0
389	238.607	7.862	34.987	5.84	0.007	0.997	20000.0
390	203.423	6.706	30.107	5.078	0.006	0.998	20000.0
391	187.209	6.164	27.987	4.772	0.005	0.998	30000.0
392	192.919	6.281	32.39	5.541	0.005	0.998	20000.0
393	219.474	7.23	32.437	5.48	0.006	0.997	30000.0
394	200.014	6.564	28.903	4.866	0.006	0.998	20000.0
395	163.801	5.301	24.296	3.939	0.005	0.998	20000.0
396	198.677	6.551	33.333	5.656	0.006	0.997	30000.0
397	206.885	6.782	31.373	5.319	0.006	0.998	30000.0
398	249.581	8.104	37.159	6.327	0.008	0.997	20000.0
399	206.188	6.753	32.715	5.642	0.005	0.997	20000.0
400	214.529	6.987	33.871	5.826	0.005	0.997	20000.0
401	228.23	7.463	34.746	5.901	0.007	0.997	20000.0
402	215.886	7.095	31.644	5.325	0.007	0.998	30000.0
403	223.863	7.307	36.088	5.978	0.006	0.997	30000.0
404	189.287	6.137	28.217	4.726	0.005	0.998	20000.0
405	175.626	5.778	25.358	4.295	0.005	0.998	20000.0
406	203.085	6.678	31.144	5.39	0.006	0.997	20000.0
407	224.637	7.395	34.11	5.922	0.007	0.997	30000.0
408	238.306	7.847	35.631	6.158	0.007	0.997	20000.0
409	190.868	6.197	26.657	4.523	0.005	0.998	20000.0
410	245.426	7.98	36.041	6.112	0.006	0.997	20000.0
411	245.42	7.984	37.905	6.255	0.007	0.997	30000.0
412	179.926	5.851	26.971	4.558	0.005	0.998	20000.0
413	221.183	7.249	31.187	5.331	0.006	0.997	20000.0
414	222.81	7.245	34.462	5.869	0.006	0.997	20000.0
415	237.099	7.696	34.704	6.027	0.006	0.997	30000.0
416	208.892	6.796	30.399	5.178	0.006	0.998	20000.0
417	225.68	7.32	35.854	5.977	0.007	0.997	20000.0
418	226.604	7.462	34.073	5.831	0.007	0.997	20000.0
419	242.82	7.997	40.354	6.866	0.006	0.997	30000.0
420	236.945	7.771	33.559	5.694	0.007	0.997	20000.0
421	179.532	5.824	27.637	4.644	0.005	0.998	20000.0
422	180.235	5.894	26.947	4.705	0.005	0.998	20000.0
423	244.406	7.967	38.615	6.529	0.007	0.997	20000.0
424	231.953	7.57	33.574	5.699	0.007	0.997	20000.0
425	215.715	7.108	31.603	5.402	0.006	0.998	30000.0
426	229.905	7.466	35.167	5.879	0.008	0.997	20000.0
427	213.092	7.013	32.076	5.388	0.006	0.997	20000.0
428	220.24	7.14	35.985	5.996	0.006	0.997	20000.0
429	220.227	7.251	34.237	5.772	0.006	0.997	20000.0
430	190.353	6.155	26.992	4.47	0.006	0.998	20000.0
431	236.071	7.689	42.412	7.167	0.006	0.997	20000.0
432	220.495	7.263	33.875	5.804	0.006	0.997	60000.0
433	227.186	7.446	35.99	6.24	0.006	0.997	20000.0
434	214.669	7.04	30.057	5.178	0.006	0.997	20000.0
435	220.842	7.269	33.136	5.619	0.007	0.997	20000.0
436	216.537	7.01	34.212	5.736	0.007	0.997	30000.0
437	201.722	6.607	33.591	5.545	0.006	0.998	20000.0
438	197.127	6.465	28.937	4.827	0.005	0.998	20000.0
439	203.938	6.718	29.54	4.957	0.006	0.998	40000.0
440	237.869	7.764	35.573	6.038	0.007	0.997	20000.0
441	233.11	7.581	35.192	5.975	0.008	0.998	20000.0
442	224.475	7.303	34.054	5.798	0.006	0.997	40000.0
443	230.717	7.526	33.969	5.762	0.007	0.997	20000.0
444	198.227	6.536	30.401	5.096	0.006	0.997	30000.0
445	232.5	7.581	34.897	5.941	0.007	0.997	20000.0
446	216.855	7.055	33.025	5.55	0.005	0.998	20000.0
447	227.004	7.475	32.97	5.757	0.006	0.997	20000.0
448	214.652	7.071	32.661	5.613	0.006	0.997	20000.0
