NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
64	2118.537	3.562	288.778	4.223	0.001	0.996	20000.0
65	2091.548	3.518	282.272	4.132	0.001	0.996	20000.0
66	2029.405	3.413	279.088	4.081	0.001	0.996	20000.0
67	1975.754	3.324	284.192	4.161	0.001	0.996	20000.0
68	2151.642	3.618	301.879	4.415	0.001	0.995	20000.0
69	2256.515	3.791	322.736	4.717	0.001	0.995	20000.0
70	1998.258	3.359	286.443	4.19	0.001	0.996	20000.0
71	1972.388	3.314	275.543	4.015	0.001	0.996	20000.0
72	2051.134	3.448	292.291	4.274	0.001	0.996	20000.0
73	2061.405	3.464	297.897	4.356	0.001	0.996	20000.0
74	2158.244	3.628	300.79	4.389	0.001	0.995	20000.0
75	1994.401	3.353	282.687	4.121	0.001	0.996	20000.0
76	1845.829	3.103	252.857	3.688	0.001	0.997	20000.0
77	1994.386	3.354	282.66	4.134	0.001	0.996	20000.0
78	2264.343	3.807	319.231	4.665	0.001	0.995	20000.0
79	1928.805	3.243	280.797	4.105	0.001	0.996	20000.0
80	1951.787	3.282	278.641	4.076	0.001	0.996	20000.0
81	2054.157	3.455	308.279	4.506	0.001	0.995	20000.0
82	2028.768	3.408	279.463	4.083	0.001	0.996	20000.0
83	2279.146	3.831	311.888	4.553	0.001	0.995	20000.0
84	1949.163	3.277	283.061	4.141	0.001	0.996	20000.0
85	2042.178	3.431	284.481	4.155	0.001	0.996	20000.0
86	2065.446	3.472	291.778	4.255	0.001	0.996	20000.0
87	2186.635	3.678	312.728	4.567	0.001	0.995	20000.0
88	2149.988	3.614	306.33	4.481	0.001	0.995	20000.0
89	2068.939	3.478	275.25	4.028	0.001	0.996	20000.0
90	2111.345	3.548	299.525	4.379	0.001	0.995	20000.0
91	2382.629	4.003	335.392	4.899	0.001	0.994	20000.0
92	2176.653	3.66	304.221	4.448	0.001	0.995	20000.0
93	2141.259	3.6	290.755	4.245	0.001	0.996	20000.0
94	2061.083	3.463	284.963	4.16	0.001	0.996	20000.0
95	2106.223	3.539	286.233	4.179	0.001	0.996	20000.0
96	2243.203	3.771	317.183	4.635	0.001	0.995	20000.0
97	2182.276	3.671	292.492	4.277	0.001	0.996	20000.0
98	2096.617	3.524	297.078	4.335	0.001	0.996	20000.0
99	2038.204	3.426	282.887	4.127	0.001	0.996	20000.0
100	2328.992	3.915	310.176	4.532	0.001	0.995	20000.0
101	1944.997	3.268	267.028	3.901	0.001	0.996	20000.0
102	2197.56	3.694	297.455	4.352	0.001	0.995	20000.0
103	2000.18	3.361	285.458	4.165	0.001	0.996	20000.0
104	2315.062	3.89	317.214	4.634	0.001	0.995	20000.0
105	2255.869	3.79	302.986	4.422	0.001	0.995	20000.0
106	2115.847	3.557	302.456	4.418	0.001	0.995	20000.0
107	2117.087	3.558	290.499	4.246	0.001	0.996	20000.0
108	1914.136	3.218	264.869	3.864	0.001	0.997	20000.0
109	2017.68	3.391	281.233	4.115	0.001	0.996	20000.0
110	1953.36	3.285	289.543	4.227	0.001	0.996	20000.0
111	1958.625	3.291	273.167	3.992	0.001	0.996	20000.0
112	1996.999	3.358	275.933	4.042	0.001	0.996	30000.0
113	2016.63	3.388	285.58	4.165	0.001	0.996	20000.0
114	1874.831	3.149	256.042	3.736	0.001	0.997	20000.0
115	2143.488	3.604	300.624	4.398	0.001	0.995	20000.0
116	1923.511	3.233	276.236	4.036	0.001	0.996	20000.0
117	2089.77	3.51	294.428	4.3	0.001	0.996	20000.0
118	2172.04	3.652	290.87	4.256	0.001	0.996	20000.0
119	2180.965	3.667	311.117	4.542	0.001	0.995	20000.0
120	2215.139	3.725	304.26	4.446	0.001	0.995	20000.0
121	1983.717	3.335	282.206	4.129	0.001	0.996	20000.0
122	2267.187	3.812	315.657	4.607	0.001	0.995	20000.0
123	2045.693	3.437	299.34	4.38	0.001	0.995	20000.0
124	2046.724	3.441	288.15	4.212	0.001	0.996	20000.0
125	1897.752	3.19	263.478	3.847	0.001	0.997	20000.0
126	2224.08	3.738	320.076	4.676	0.001	0.995	20000.0
127	2070.35	3.48	294.425	4.308	0.001	0.996	20000.0
128	1934.947	3.253	267.409	3.909	0.001	0.996	20000.0
129	1989.791	3.344	282.039	4.125	0.001	0.996	20000.0
130	1964.327	3.304	281.15	4.107	0.001	0.996	20000.0
131	2240.437	3.764	317.332	4.632	0.001	0.995	20000.0
132	2154.549	3.622	296.104	4.32	0.001	0.996	20000.0
133	2090.367	3.511	284.583	4.154	0.001	0.996	20000.0
134	2205.733	3.706	318.907	4.656	0.001	0.995	20000.0
135	2123.711	3.569	294.434	4.301	0.001	0.996	20000.0
136	2050.707	3.445	280.369	4.094	0.001	0.996	20000.0
137	2015.922	3.389	304.918	4.46	0.001	0.995	20000.0
138	2037.234	3.425	283.012	4.136	0.001	0.996	20000.0
139	2129.248	3.577	298.621	4.363	0.001	0.996	20000.0
140	2094.434	3.519	299.107	4.379	0.001	0.996	20000.0
141	2095.546	3.525	290.566	4.246	0.001	0.996	20000.0
142	2100.783	3.53	299.495	4.372	0.001	0.996	20000.0
143	2202.387	3.702	312.544	4.563	0.001	0.995	20000.0
144	2236.02	3.759	313.937	4.589	0.001	0.995	20000.0
145	1804.684	3.034	262.288	3.831	0.001	0.997	20000.0
146	2069.835	3.48	294.242	4.297	0.001	0.996	20000.0
147	2012.617	3.383	285.686	4.174	0.001	0.996	20000.0
148	2266.025	3.809	315.65	4.605	0.001	0.995	30000.0
149	2044.391	3.437	287.276	4.193	0.001	0.996	20000.0
150	2217.192	3.726	312.984	4.572	0.001	0.995	20000.0
151	1994.305	3.354	271.225	3.966	0.001	0.996	20000.0
152	2063.396	3.469	295.127	4.308	0.001	0.996	20000.0
153	2054.328	3.452	280.897	4.104	0.001	0.996	20000.0
154	2211.971	3.717	310.278	4.529	0.001	0.995	20000.0
155	2136.406	3.593	297.419	4.349	0.001	0.996	20000.0
156	1900.629	3.194	268.981	3.926	0.001	0.997	20000.0
157	2097.612	3.525	283.355	4.135	0.001	0.996	20000.0
158	1929.575	3.242	278.665	4.072	0.001	0.996	20000.0
159	2121.473	3.568	302.536	4.42	0.001	0.996	20000.0
160	2053.327	3.449	283.798	4.145	0.001	0.996	20000.0
161	2049.927	3.449	287.694	4.202	0.001	0.996	20000.0
162	2233.375	3.753	305.864	4.464	0.001	0.995	20000.0
163	2037.567	3.426	283.636	4.144	0.001	0.996	20000.0
164	2163.917	3.637	303.976	4.445	0.001	0.995	20000.0
165	2176.962	3.662	304.118	4.446	0.001	0.995	20000.0
166	2005.427	3.369	269.826	3.939	0.001	0.996	20000.0
167	1938.838	3.262	280.776	4.104	0.001	0.996	20000.0
168	2308.543	3.882	328.666	4.798	0.001	0.994	20000.0
169	2009.881	3.38	293.796	4.293	0.001	0.996	20000.0
170	1949.966	3.28	289.509	4.237	0.001	0.996	20000.0
171	2187.819	3.679	288.458	4.222	0.001	0.996	20000.0
172	1933.844	3.251	274.209	4.006	0.001	0.996	20000.0
173	2198.444	3.694	308.094	4.491	0.001	0.995	20000.0
174	2011.348	3.38	281.734	4.117	0.001	0.996	20000.0
175	1865.967	3.137	262.387	3.833	0.001	0.997	20000.0
176	2160.247	3.633	295.247	4.305	0.001	0.995	20000.0
177	2017.101	3.389	299.577	4.38	0.001	0.996	20000.0
178	1970.421	3.312	273.787	3.996	0.001	0.996	20000.0
179	2057.94	3.459	293.396	4.279	0.001	0.996	20000.0
180	2197.163	3.696	319.089	4.664	0.001	0.995	20000.0
181	2182.918	3.667	298.84	4.367	0.001	0.995	20000.0
182	2031.665	3.414	282.038	4.126	0.001	0.996	20000.0
183	2037.714	3.425	284.203	4.154	0.001	0.996	20000.0
184	2207.353	3.709	305.423	4.458	0.001	0.996	20000.0
185	2152.046	3.616	301.513	4.405	0.001	0.995	20000.0
186	2022.133	3.4	284.033	4.153	0.001	0.996	20000.0
187	1878.516	3.158	275.104	4.021	0.001	0.996	20000.0
188	1963.157	3.3	271.125	3.96	0.001	0.996	20000.0
189	2072.592	3.479	295.028	4.304	0.001	0.996	20000.0
190	2095.877	3.521	300.731	4.393	0.001	0.995	20000.0
191	1987.755	3.341	287.393	4.2	0.001	0.996	20000.0
192	1948.762	3.274	280.372	4.101	0.001	0.996	20000.0
193	2013.655	3.384	290.512	4.252	0.001	0.996	20000.0
194	2124.165	3.57	300.752	4.395	0.001	0.995	20000.0
195	1948.05	3.277	271.301	3.969	0.001	0.996	20000.0
196	2174.461	3.655	298.822	4.371	0.001	0.996	20000.0
197	2071.326	3.482	310.049	4.53	0.001	0.995	20000.0
198	1944.038	3.267	257.241	3.757	0.001	0.997	20000.0
199	1921.586	3.232	274.757	4.014	0.001	0.996	20000.0
200	1970.398	3.313	272.492	3.98	0.001	0.996	20000.0
201	1973.784	3.318	285.603	4.175	0.001	0.996	30000.0
202	2225.149	3.739	300.505	4.39	0.001	0.995	20000.0
203	2074.758	3.488	294.171	4.291	0.001	0.996	20000.0
204	1985.775	3.338	290.751	4.256	0.001	0.996	20000.0
205	2101.956	3.534	295.08	4.306	0.001	0.996	20000.0
206	2001.858	3.366	272.849	3.99	0.001	0.996	20000.0
207	2024.445	3.401	280.968	4.1	0.001	0.996	20000.0
208	1887.93	3.173	272.137	3.982	0.001	0.996	20000.0
209	2039.004	3.428	278.949	4.086	0.001	0.996	20000.0
210	2014.283	3.387	298.506	4.366	0.001	0.996	20000.0
211	2030.453	3.417	278.609	4.071	0.001	0.996	20000.0
212	1985.247	3.337	290.397	4.245	0.001	0.996	20000.0
213	2048.556	3.443	279.225	4.084	0.001	0.996	20000.0
214	2143.916	3.603	299.382	4.365	0.001	0.996	20000.0
215	2024.513	3.405	284.562	4.164	0.001	0.996	20000.0
216	1944.175	3.268	284.566	4.155	0.001	0.996	20000.0
217	2087.12	3.511	299.583	4.38	0.001	0.996	20000.0
218	2146.612	3.609	297.221	4.346	0.001	0.996	20000.0
219	1958.431	3.29	267.769	3.911	0.001	0.997	20000.0
220	1914.248	3.218	278.05	4.055	0.001	0.996	20000.0
221	2091.674	3.517	303.349	4.435	0.001	0.995	20000.0
222	2041.913	3.433	292.833	4.282	0.001	0.996	20000.0
223	2027.869	3.408	278.054	4.06	0.001	0.996	20000.0
224	1883.533	3.165	276.469	4.038	0.001	0.996	20000.0
225	2159.527	3.631	303.964	4.439	0.001	0.995	20000.0
226	1985.46	3.335	285.572	4.182	0.001	0.996	20000.0
227	2017.842	3.394	282.383	4.132	0.001	0.996	20000.0
228	2026.081	3.403	287.871	4.203	0.001	0.996	20000.0
229	2304.018	3.872	319.121	4.66	0.001	0.995	20000.0
230	2020.999	3.397	285.238	4.171	0.001	0.996	20000.0
231	2118.074	3.562	296.205	4.334	0.001	0.995	20000.0
232	1985.476	3.34	281.523	4.115	0.001	0.996	20000.0
233	1956.927	3.288	269.277	3.932	0.001	0.996	20000.0
234	2118.031	3.561	302.986	4.427	0.001	0.995	20000.0
235	2056.225	3.457	301.952	4.412	0.001	0.996	20000.0
236	2100.127	3.532	284.036	4.145	0.001	0.996	20000.0
237	2168.72	3.643	314.659	4.593	0.001	0.995	20000.0
238	2143.158	3.601	301.975	4.41	0.001	0.996	20000.0
239	2067.798	3.473	284.194	4.152	0.001	0.996	20000.0
240	1914.201	3.217	277.586	4.059	0.001	0.996	20000.0
241	2067.328	3.476	293.873	4.288	0.001	0.996	20000.0
242	1996.369	3.356	282.748	4.136	0.001	0.996	20000.0
243	2188.508	3.68	316.038	4.625	0.001	0.995	20000.0
244	2186.588	3.675	312.514	4.569	0.001	0.995	20000.0
245	2146.062	3.606	293.838	4.285	0.001	0.995	20000.0
246	2135.867	3.591	300.375	4.394	0.001	0.995	20000.0
247	2113.831	3.554	293.856	4.299	0.001	0.996	20000.0
248	1810.099	3.046	253.807	3.716	0.001	0.997	20000.0
249	2147.097	3.608	303.661	4.43	0.001	0.996	20000.0
250	2019.616	3.396	284.0	4.153	0.001	0.996	20000.0
251	2034.488	3.42	288.706	4.22	0.001	0.996	20000.0
252	2007.503	3.375	277.025	4.047	0.001	0.996	20000.0
253	2105.713	3.54	295.214	4.317	0.001	0.996	20000.0
254	2022.258	3.398	282.891	4.129	0.001	0.996	20000.0
255	1926.055	3.239	276.808	4.05	0.001	0.996	20000.0
256	2071.524	3.482	280.978	4.108	0.001	0.996	20000.0
257	1922.616	3.231	277.607	4.057	0.001	0.996	20000.0
258	2344.455	3.944	328.403	4.802	0.001	0.995	20000.0
259	2077.239	3.493	292.908	4.284	0.001	0.995	20000.0
260	2071.213	3.482	301.63	4.406	0.001	0.995	20000.0
261	2065.862	3.473	290.11	4.241	0.001	0.996	20000.0
262	1974.32	3.319	277.819	4.061	0.001	0.996	20000.0
263	1959.392	3.293	287.992	4.211	0.001	0.996	20000.0
264	2300.766	3.866	317.56	4.646	0.001	0.995	20000.0
265	2130.118	3.581	299.822	4.388	0.001	0.995	20000.0
266	2094.928	3.52	294.339	4.301	0.001	0.996	20000.0
267	2095.073	3.522	291.692	4.256	0.001	0.996	20000.0
268	2100.13	3.528	303.026	4.426	0.001	0.996	20000.0
269	2260.505	3.801	313.385	4.582	0.001	0.995	20000.0
270	2036.358	3.424	294.335	4.302	0.001	0.996	20000.0
271	2163.732	3.638	313.682	4.595	0.001	0.995	20000.0
272	2162.889	3.635	300.79	4.402	0.001	0.995	20000.0
273	2126.691	3.575	283.21	4.141	0.001	0.996	20000.0
274	1969.123	3.312	266.311	3.891	0.001	0.996	20000.0
275	1865.912	3.135	275.562	4.028	0.001	0.996	20000.0
276	2010.755	3.38	295.201	4.32	0.001	0.996	20000.0
277	1946.888	3.272	271.762	3.977	0.001	0.996	20000.0
278	2017.455	3.389	279.656	4.078	0.001	0.996	20000.0
279	1987.887	3.342	273.159	3.988	0.001	0.996	20000.0
280	2016.739	3.391	278.926	4.085	0.001	0.996	20000.0
281	1951.455	3.28	269.308	3.941	0.001	0.997	20000.0
282	1970.627	3.313	279.152	4.083	0.001	0.996	20000.0
283	1979.192	3.329	277.294	4.057	0.001	0.996	20000.0
284	2126.465	3.575	305.303	4.462	0.001	0.995	20000.0
285	2020.68	3.397	287.717	4.207	0.001	0.996	20000.0
286	2288.714	3.846	327.003	4.778	0.001	0.995	20000.0
287	2070.175	3.479	287.758	4.198	0.001	0.996	30000.0
288	2089.931	3.514	292.957	4.281	0.001	0.996	20000.0
289	2010.804	3.38	278.524	4.064	0.001	0.996	20000.0
290	2038.79	3.427	277.619	4.054	0.001	0.996	20000.0
291	2001.507	3.362	292.123	4.265	0.001	0.996	20000.0
292	1968.149	3.311	285.303	4.169	0.001	0.996	20000.0
293	2228.692	3.747	318.919	4.662	0.001	0.995	20000.0
294	1886.419	3.171	266.875	3.9	0.001	0.997	20000.0
295	2222.083	3.735	302.893	4.417	0.001	0.995	20000.0
296	2119.626	3.561	293.609	4.291	0.001	0.996	20000.0
297	1967.592	3.308	279.876	4.088	0.001	0.996	20000.0
298	1984.203	3.337	284.15	4.155	0.001	0.996	20000.0
299	2160.603	3.631	304.651	4.458	0.001	0.995	20000.0
300	2049.71	3.444	294.579	4.294	0.001	0.996	20000.0
301	2160.873	3.633	289.921	4.233	0.001	0.996	20000.0
302	2204.349	3.709	301.908	4.418	0.001	0.995	20000.0
303	2091.507	3.516	285.591	4.171	0.001	0.996	20000.0
304	1876.519	3.154	270.34	3.952	0.001	0.996	20000.0
305	2077.137	3.491	304.896	4.448	0.001	0.995	20000.0
306	1997.06	3.357	278.006	4.061	0.001	0.996	20000.0
307	1913.889	3.218	269.537	3.941	0.001	0.996	20000.0
308	2087.792	3.506	289.288	4.223	0.001	0.996	20000.0
309	1897.873	3.192	281.884	4.127	0.001	0.996	20000.0
310	1874.609	3.152	273.807	4.005	0.001	0.996	20000.0
311	1997.88	3.358	283.052	4.129	0.001	0.996	20000.0
312	2011.937	3.381	282.119	4.124	0.001	0.996	20000.0
313	1997.387	3.357	281.189	4.114	0.001	0.996	20000.0
314	1968.237	3.309	281.71	4.119	0.001	0.996	20000.0
315	2031.632	3.412	303.539	4.428	0.001	0.995	20000.0
316	1951.629	3.279	276.827	4.041	0.001	0.996	20000.0
317	2127.445	3.578	292.982	4.285	0.001	0.996	20000.0
318	2140.634	3.597	312.665	4.563	0.001	0.995	20000.0
319	2328.226	3.914	328.097	4.792	0.001	0.995	20000.0
320	2018.46	3.393	278.567	4.074	0.001	0.996	30000.0
321	2125.877	3.571	298.798	4.37	0.001	0.995	20000.0
322	1874.653	3.149	265.976	3.883	0.001	0.996	20000.0
323	2181.164	3.668	297.963	4.359	0.001	0.996	20000.0
324	2012.687	3.382	275.521	4.025	0.001	0.996	20000.0
325	2048.05	3.442	281.72	4.126	0.001	0.996	20000.0
326	2029.361	3.409	296.033	4.32	0.001	0.996	20000.0
327	2093.398	3.521	295.541	4.321	0.001	0.996	20000.0
328	2019.299	3.394	294.918	4.304	0.001	0.996	20000.0
329	1844.978	3.102	258.717	3.787	0.001	0.996	20000.0
330	2003.247	3.367	268.583	3.927	0.001	0.996	20000.0
331	2160.954	3.634	307.163	4.483	0.001	0.995	20000.0
332	2098.82	3.531	297.362	4.345	0.001	0.996	20000.0
333	1985.824	3.34	299.847	4.378	0.001	0.996	20000.0
334	2175.383	3.658	299.856	4.384	0.001	0.996	20000.0
335	2013.814	3.383	289.414	4.223	0.001	0.996	20000.0
336	1989.262	3.344	282.608	4.133	0.001	0.996	20000.0
337	2000.188	3.359	284.464	4.159	0.001	0.996	20000.0
338	1989.18	3.345	281.111	4.11	0.001	0.996	20000.0
339	2040.567	3.429	290.366	4.238	0.001	0.996	20000.0
340	2159.831	3.629	316.131	4.615	0.001	0.995	20000.0
341	2002.897	3.366	285.614	4.172	0.001	0.996	20000.0
342	2048.807	3.444	286.611	4.2	0.001	0.996	20000.0
343	1943.838	3.267	279.99	4.091	0.001	0.996	20000.0
344	2061.885	3.465	284.461	4.157	0.001	0.996	20000.0
345	1979.29	3.326	273.337	3.998	0.001	0.996	20000.0
346	2129.017	3.579	289.229	4.224	0.001	0.996	20000.0
347	1973.258	3.316	275.059	4.012	0.001	0.996	20000.0
348	2058.577	3.459	292.318	4.268	0.001	0.996	20000.0
349	2209.074	3.714	318.322	4.653	0.001	0.995	20000.0
350	1925.288	3.238	280.313	4.099	0.001	0.996	20000.0
351	2145.66	3.606	305.116	4.451	0.001	0.995	20000.0
352	1874.448	3.153	271.638	3.975	0.001	0.996	20000.0
353	2281.157	3.835	309.008	4.516	0.001	0.995	30000.0
354	1995.857	3.356	275.543	4.027	0.001	0.996	20000.0
355	2023.776	3.4	284.756	4.159	0.001	0.996	20000.0
356	2170.615	3.648	304.723	4.457	0.001	0.996	20000.0
357	2095.467	3.523	294.89	4.312	0.001	0.996	20000.0
358	2062.684	3.469	289.395	4.229	0.001	0.996	20000.0
359	2046.144	3.44	293.71	4.286	0.001	0.996	20000.0
360	1900.497	3.195	276.411	4.049	0.001	0.996	20000.0
361	2041.221	3.433	290.71	4.242	0.001	0.996	20000.0
362	2157.736	3.626	297.571	4.348	0.001	0.995	20000.0
363	2036.548	3.421	299.151	4.358	0.001	0.996	20000.0
364	2233.59	3.751	325.611	4.754	0.001	0.995	20000.0
365	2023.44	3.403	281.858	4.12	0.001	0.996	20000.0
366	2106.644	3.539	314.581	4.604	0.001	0.995	20000.0
367	2048.837	3.445	299.745	4.378	0.001	0.996	20000.0
368	2094.321	3.523	303.757	4.439	0.001	0.996	20000.0
369	2052.91	3.451	298.836	4.369	0.001	0.995	20000.0
370	1813.776	3.048	269.659	3.937	0.001	0.997	20000.0
371	1882.286	3.164	267.835	3.92	0.001	0.996	20000.0
372	2179.573	3.662	297.481	4.342	0.001	0.996	20000.0
373	2011.199	3.381	293.646	4.29	0.001	0.996	20000.0
374	1829.583	3.079	260.333	3.803	0.001	0.997	20000.0
375	2096.795	3.522	297.099	4.334	0.001	0.996	20000.0
376	2072.075	3.482	290.762	4.239	0.001	0.996	20000.0
377	2055.096	3.452	290.692	4.244	0.001	0.996	20000.0
378	2111.864	3.549	285.937	4.177	0.001	0.996	20000.0
379	1938.049	3.258	281.101	4.107	0.001	0.996	20000.0
380	2036.836	3.427	292.182	4.27	0.001	0.996	20000.0
381	2150.515	3.616	297.508	4.34	0.001	0.995	20000.0
382	2048.784	3.445	284.566	4.156	0.001	0.996	20000.0
383	1933.242	3.25	269.454	3.934	0.001	0.996	20000.0
384	2112.483	3.548	296.321	4.328	0.001	0.996	20000.0
385	2102.228	3.532	293.703	4.292	0.001	0.996	20000.0
386	2034.623	3.418	273.02	3.988	0.001	0.996	20000.0
387	2079.267	3.495	301.669	4.41	0.001	0.995	20000.0
388	2107.808	3.542	288.625	4.215	0.001	0.996	20000.0
389	1964.479	3.302	276.917	4.045	0.001	0.996	20000.0
390	2274.893	3.827	322.13	4.707	0.001	0.995	20000.0
391	2070.153	3.478	303.803	4.436	0.001	0.995	20000.0
392	2081.152	3.497	307.384	4.488	0.001	0.995	20000.0
393	2009.671	3.381	281.666	4.114	0.001	0.996	20000.0
394	2145.225	3.607	299.571	4.38	0.001	0.996	20000.0
395	2047.269	3.441	306.389	4.477	0.001	0.995	20000.0
396	2173.396	3.654	311.026	4.549	0.001	0.995	20000.0
397	2168.648	3.645	296.948	4.338	0.001	0.996	20000.0
398	1959.309	3.294	274.815	4.017	0.001	0.996	20000.0
399	2057.785	3.457	285.171	4.159	0.001	0.996	20000.0
400	2115.511	3.557	293.542	4.298	0.001	0.996	20000.0
401	2158.885	3.627	293.595	4.289	0.001	0.996	20000.0
402	2181.154	3.667	312.985	4.571	0.001	0.995	20000.0
403	1999.289	3.361	282.568	4.127	0.001	0.996	20000.0
404	2158.686	3.627	293.075	4.285	0.001	0.996	20000.0
405	2012.883	3.384	278.78	4.076	0.001	0.996	20000.0
406	1957.939	3.29	274.482	4.014	0.001	0.996	20000.0
407	1999.407	3.361	286.518	4.191	0.001	0.996	20000.0
408	1932.857	3.247	263.898	3.856	0.001	0.997	20000.0
409	2199.884	3.696	305.873	4.467	0.001	0.995	20000.0
410	2020.768	3.396	279.932	4.087	0.001	0.996	20000.0
411	1940.197	3.263	274.378	4.018	0.001	0.996	20000.0
412	2278.406	3.831	319.053	4.66	0.001	0.995	20000.0
413	2117.712	3.558	290.372	4.247	0.001	0.996	20000.0
414	2108.527	3.548	298.825	4.37	0.001	0.995	20000.0
415	2023.9	3.4	279.437	4.088	0.001	0.996	20000.0
416	2068.045	3.476	286.771	4.193	0.001	0.996	20000.0
417	2075.265	3.489	281.618	4.109	0.001	0.996	20000.0
418	1976.088	3.323	274.758	4.02	0.001	0.996	20000.0
419	1929.457	3.247	283.309	4.144	0.001	0.996	20000.0
420	1879.48	3.159	264.353	3.866	0.001	0.997	20000.0
421	1988.131	3.341	284.071	4.149	0.001	0.996	20000.0
422	2060.21	3.46	283.321	4.134	0.001	0.996	20000.0
423	2014.441	3.388	289.408	4.232	0.001	0.996	20000.0
424	2073.423	3.485	286.407	4.186	0.001	0.996	20000.0
425	2035.2	3.422	296.104	4.327	0.001	0.995	20000.0
426	2165.996	3.643	315.053	4.61	0.001	0.995	20000.0
427	2193.802	3.688	303.403	4.436	0.001	0.995	20000.0
428	2167.235	3.644	298.16	4.355	0.001	0.996	20000.0
429	1989.891	3.343	290.771	4.253	0.001	0.996	20000.0
430	1971.392	3.314	272.197	3.982	0.001	0.996	20000.0
431	2114.321	3.555	287.346	4.198	0.001	0.996	20000.0
432	2273.838	3.825	313.325	4.581	0.001	0.995	20000.0
433	1980.735	3.332	279.451	4.086	0.001	0.996	20000.0
434	1834.8	3.084	270.843	3.958	0.001	0.996	20000.0
