NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
125	372.524	12.191	54.36	9.326	0.015	0.994	20000.0
126	347.131	11.373	50.473	8.608	0.014	0.994	20000.0
127	390.676	12.781	60.431	10.178	0.016	0.993	20000.0
128	350.674	11.47	51.66	8.764	0.015	0.994	20000.0
129	398.092	13.02	60.658	10.584	0.015	0.993	20000.0
130	341.984	11.19	54.68	9.215	0.012	0.994	20000.0
131	357.884	11.716	54.267	9.349	0.013	0.994	20000.0
132	313.856	10.272	47.494	8.109	0.012	0.995	20000.0
133	358.687	11.722	60.18	10.173	0.014	0.993	20000.0
134	423.527	13.869	62.444	10.907	0.017	0.991	20000.0
135	352.675	11.529	52.377	8.981	0.014	0.995	20000.0
136	409.847	13.41	61.078	10.448	0.017	0.992	20000.0
137	361.497	11.839	51.549	8.774	0.014	0.995	20000.0
138	351.111	11.484	51.851	8.799	0.013	0.995	20000.0
139	341.569	11.179	51.182	8.871	0.012	0.994	20000.0
140	341.5	11.178	51.752	8.806	0.013	0.994	20000.0
141	397.096	13.003	58.136	9.858	0.016	0.993	20000.0
142	342.441	11.209	50.438	8.624	0.014	0.994	20000.0
143	366.701	12.02	52.153	8.898	0.015	0.994	20000.0
144	360.79	11.817	54.045	9.261	0.014	0.993	20000.0
145	364.805	11.942	53.357	8.867	0.015	0.994	20000.0
146	342.374	11.213	52.315	9.064	0.013	0.994	20000.0
147	342.141	11.199	53.592	9.307	0.013	0.994	20000.0
148	368.72	12.06	53.741	9.339	0.015	0.993	20000.0
149	320.495	10.49	50.125	8.647	0.011	0.995	20000.0
150	304.498	9.976	45.006	7.467	0.009	0.996	20000.0
151	360.864	11.801	53.58	9.17	0.014	0.994	20000.0
152	380.94	12.473	66.757	11.379	0.015	0.994	20000.0
153	343.753	11.255	51.719	8.871	0.013	0.994	20000.0
154	340.54	11.165	50.49	8.775	0.014	0.994	20000.0
155	365.3	11.957	55.687	9.421	0.016	0.994	20000.0
156	342.855	11.232	53.726	9.081	0.014	0.994	20000.0
157	380.312	12.46	55.935	9.358	0.015	0.994	20000.0
158	359.029	11.755	58.323	10.012	0.014	0.993	20000.0
159	362.009	11.851	55.709	9.469	0.013	0.994	20000.0
160	361.563	11.845	55.806	9.351	0.015	0.993	20000.0
161	348.694	11.421	51.273	8.592	0.014	0.995	20000.0
162	349.931	11.465	53.555	9.123	0.014	0.994	20000.0
163	338.391	11.075	50.211	8.645	0.012	0.995	20000.0
164	354.237	11.591	55.396	9.229	0.013	0.994	20000.0
165	390.842	12.792	62.098	10.291	0.014	0.994	20000.0
166	347.732	11.393	54.434	9.299	0.014	0.993	20000.0
167	370.657	12.142	54.587	9.344	0.016	0.993	20000.0
168	373.079	12.204	53.643	9.048	0.013	0.994	20000.0
169	377.751	12.376	56.092	9.767	0.014	0.993	20000.0
170	321.059	10.529	50.245	8.485	0.011	0.995	20000.0
171	343.245	11.25	51.648	8.645	0.013	0.995	20000.0
172	392.059	12.828	59.006	9.941	0.017	0.993	20000.0
173	383.346	12.543	58.242	9.807	0.014	0.993	20000.0
174	371.838	12.154	55.117	9.308	0.013	0.994	20000.0
175	363.138	11.88	54.695	9.237	0.014	0.994	20000.0
176	369.318	12.087	54.17	9.117	0.016	0.994	20000.0
177	343.719	11.26	51.109	8.697	0.013	0.994	20000.0
178	353.265	11.564	49.97	8.578	0.014	0.994	20000.0
179	340.338	11.143	54.605	9.185	0.013	0.994	20000.0
180	381.378	12.49	58.096	9.753	0.015	0.993	20000.0
181	386.655	12.652	60.661	10.232	0.015	0.993	20000.0
182	341.747	11.186	50.314	8.666	0.013	0.994	20000.0
183	347.661	11.377	53.024	9.21	0.012	0.994	20000.0
184	380.027	12.449	57.756	9.843	0.015	0.993	20000.0
185	356.271	11.675	53.125	9.039	0.014	0.994	20000.0
186	351.017	11.498	52.833	8.836	0.013	0.994	20000.0
187	343.295	11.241	53.712	9.142	0.013	0.994	20000.0
188	349.013	11.419	51.717	8.619	0.015	0.995	20000.0
189	371.392	12.158	54.957	9.102	0.014	0.994	20000.0
190	351.194	11.494	50.38	8.728	0.014	0.995	20000.0
191	359.415	11.771	59.712	10.259	0.015	0.994	20000.0
192	343.821	11.248	50.34	8.541	0.013	0.995	20000.0
193	336.961	11.027	53.885	9.057	0.013	0.994	20000.0
194	376.674	12.322	56.74	9.643	0.015	0.993	20000.0
195	366.642	12.001	56.423	9.483	0.015	0.994	20000.0
196	330.204	10.821	50.85	8.509	0.013	0.995	20000.0
197	321.977	10.54	46.744	7.926	0.012	0.995	20000.0
198	348.007	11.412	56.461	9.63	0.012	0.994	20000.0
199	321.945	10.542	48.13	8.048	0.012	0.995	30000.0
200	364.426	11.931	57.681	9.826	0.013	0.993	20000.0
201	338.563	11.084	50.291	8.554	0.013	0.995	20000.0
202	366.484	11.994	53.645	9.046	0.015	0.994	20000.0
203	374.121	12.223	56.135	9.313	0.013	0.994	20000.0
204	308.152	10.083	48.271	8.183	0.011	0.995	20000.0
205	327.026	10.711	47.739	8.097	0.012	0.995	20000.0
206	325.96	10.671	47.648	8.023	0.012	0.995	20000.0
207	339.844	11.134	52.889	9.071	0.013	0.994	20000.0
208	349.282	11.428	52.86	9.285	0.014	0.993	20000.0
209	331.708	10.842	48.02	8.111	0.013	0.995	20000.0
210	348.116	11.395	51.743	8.696	0.013	0.994	20000.0
211	353.319	11.552	53.481	9.038	0.014	0.994	20000.0
212	331.475	10.833	49.294	8.31	0.013	0.995	20000.0
213	320.807	10.506	46.781	7.9	0.012	0.995	20000.0
214	337.484	11.064	48.814	8.287	0.012	0.995	20000.0
215	354.403	11.607	54.427	9.268	0.014	0.994	20000.0
216	387.916	12.685	60.426	10.074	0.016	0.993	20000.0
217	337.936	11.055	56.522	9.527	0.013	0.994	20000.0
218	358.286	11.72	55.354	9.474	0.014	0.994	20000.0
219	359.644	11.786	53.429	9.317	0.014	0.993	20000.0
220	388.35	12.711	61.729	10.334	0.015	0.992	20000.0
221	360.568	11.811	52.084	8.875	0.014	0.994	20000.0
222	363.757	11.897	54.213	9.275	0.015	0.994	20000.0
223	341.984	11.205	49.518	8.484	0.013	0.994	30000.0
224	328.211	10.729	48.564	8.238	0.012	0.995	20000.0
225	342.982	11.224	49.542	8.34	0.013	0.995	20000.0
226	342.977	11.228	51.228	8.683	0.015	0.994	20000.0
227	351.704	11.509	53.17	9.05	0.014	0.994	20000.0
228	374.418	12.268	57.935	9.922	0.015	0.993	20000.0
229	385.955	12.625	60.35	10.183	0.015	0.993	20000.0
230	342.54	11.207	49.412	8.538	0.013	0.995	20000.0
231	402.571	13.175	62.508	10.485	0.018	0.993	20000.0
232	376.108	12.312	55.446	9.529	0.016	0.993	20000.0
233	351.673	11.513	55.436	9.222	0.013	0.994	20000.0
234	341.201	11.172	51.326	8.831	0.013	0.995	20000.0
235	333.576	10.925	49.265	8.326	0.012	0.995	20000.0
236	378.789	12.39	55.011	9.344	0.015	0.994	20000.0
237	334.372	10.929	52.683	8.926	0.012	0.994	20000.0
238	337.212	11.057	50.995	8.828	0.012	0.994	20000.0
239	378.427	12.383	60.187	10.364	0.014	0.993	20000.0
240	352.674	11.552	53.283	8.983	0.013	0.994	20000.0
241	329.317	10.783	48.511	8.163	0.011	0.995	20000.0
242	332.136	10.868	50.558	8.637	0.012	0.995	20000.0
243	356.116	11.658	53.231	9.168	0.013	0.994	20000.0
244	378.833	12.407	58.127	9.871	0.015	0.993	20000.0
245	361.051	11.808	56.187	9.45	0.014	0.994	20000.0
246	352.67	11.535	53.186	9.187	0.013	0.994	20000.0
247	340.081	11.147	51.445	8.926	0.014	0.994	20000.0
248	339.245	11.109	48.614	8.203	0.013	0.995	20000.0
249	365.333	11.953	53.958	9.094	0.014	0.994	20000.0
250	355.869	11.647	56.741	9.652	0.014	0.994	20000.0
251	351.395	11.52	50.862	8.682	0.014	0.994	20000.0
252	371.462	12.169	60.852	10.555	0.012	0.993	20000.0
253	355.084	11.631	53.244	8.935	0.014	0.995	20000.0
254	367.394	12.038	56.283	9.619	0.014	0.994	20000.0
255	342.526	11.22	50.303	8.724	0.014	0.994	20000.0
256	330.957	10.825	47.505	7.993	0.011	0.996	20000.0
257	301.006	9.851	44.723	7.815	0.01	0.996	20000.0
258	374.643	12.268	55.082	9.372	0.015	0.994	20000.0
259	394.658	12.927	63.969	10.826	0.015	0.993	20000.0
260	334.444	10.937	48.239	8.237	0.013	0.995	20000.0
261	368.902	12.069	58.232	10.175	0.015	0.993	20000.0
262	362.654	11.867	55.393	9.637	0.014	0.993	20000.0
263	366.68	12.006	55.098	9.227	0.016	0.994	20000.0
264	395.504	12.95	63.484	10.52	0.015	0.993	20000.0
265	364.054	11.915	56.924	9.621	0.014	0.993	20000.0
266	392.375	12.846	57.368	9.907	0.016	0.993	20000.0
267	356.536	11.665	54.437	9.363	0.014	0.993	20000.0
268	383.943	12.564	55.43	9.411	0.015	0.993	20000.0
269	374.831	12.257	55.88	9.205	0.015	0.994	20000.0
270	329.873	10.802	53.079	9.228	0.012	0.994	20000.0
271	358.695	11.761	51.951	8.788	0.014	0.994	20000.0
272	350.796	11.486	58.49	9.854	0.013	0.995	20000.0
273	368.295	12.061	56.581	9.648	0.015	0.993	20000.0
274	380.597	12.46	57.575	9.668	0.015	0.993	20000.0
275	387.05	12.668	56.726	9.677	0.016	0.993	20000.0
276	354.283	11.593	54.347	9.133	0.013	0.994	20000.0
277	351.005	11.492	53.713	9.095	0.014	0.994	20000.0
278	348.569	11.396	52.024	8.853	0.013	0.994	20000.0
279	337.485	11.044	52.347	9.023	0.014	0.993	20000.0
280	357.323	11.689	52.607	8.873	0.015	0.994	20000.0
281	324.766	10.651	47.46	7.991	0.013	0.995	20000.0
282	350.2	11.467	50.971	8.653	0.014	0.995	20000.0
283	345.098	11.292	51.656	8.668	0.014	0.995	20000.0
284	361.845	11.825	58.196	9.815	0.014	0.994	30000.0
285	347.007	11.365	51.784	8.628	0.013	0.995	20000.0
286	352.504	11.541	52.828	8.928	0.013	0.994	20000.0
287	374.877	12.273	56.638	9.578	0.015	0.994	20000.0
288	348.958	11.421	51.411	8.876	0.013	0.994	20000.0
289	356.158	11.671	55.371	9.365	0.013	0.994	20000.0
290	376.339	12.333	59.116	10.142	0.015	0.993	20000.0
291	380.522	12.461	58.771	10.084	0.016	0.993	20000.0
292	381.924	12.519	55.852	9.398	0.017	0.993	20000.0
293	332.297	10.898	49.012	8.437	0.013	0.995	20000.0
294	340.167	11.127	49.011	8.255	0.012	0.995	20000.0
295	362.359	11.863	52.606	9.255	0.014	0.993	20000.0
296	332.474	10.877	48.364	8.179	0.013	0.995	20000.0
297	388.454	12.734	56.608	9.435	0.016	0.993	20000.0
298	355.78	11.661	52.652	9.046	0.014	0.994	20000.0
299	359.839	11.784	53.043	9.068	0.014	0.994	20000.0
300	346.424	11.339	50.664	8.626	0.012	0.994	20000.0
301	342.935	11.226	49.093	8.472	0.013	0.994	20000.0
302	359.123	11.757	52.759	8.886	0.014	0.995	20000.0
303	329.204	10.795	51.902	8.96	0.012	0.994	20000.0
304	344.626	11.269	48.51	8.287	0.013	0.995	20000.0
305	370.958	12.138	55.467	9.591	0.016	0.993	20000.0
306	364.241	11.912	55.392	9.372	0.015	0.994	20000.0
307	379.915	12.456	55.9	9.556	0.014	0.993	20000.0
308	329.541	10.794	49.823	8.362	0.013	0.995	20000.0
309	306.13	10.015	44.672	7.673	0.011	0.996	20000.0
310	330.431	10.816	46.955	7.976	0.011	0.995	20000.0
311	367.21	12.029	52.879	8.85	0.013	0.994	20000.0
312	322.743	10.573	50.564	8.479	0.012	0.995	20000.0
313	331.747	10.868	47.391	8.291	0.013	0.995	20000.0
314	349.107	11.417	51.287	8.619	0.014	0.995	20000.0
315	361.435	11.836	53.22	9.116	0.013	0.994	20000.0
316	332.562	10.894	51.797	8.656	0.013	0.995	20000.0
317	354.61	11.604	55.026	9.259	0.014	0.995	20000.0
318	381.625	12.486	58.53	9.901	0.016	0.993	20000.0
319	330.2	10.812	48.645	8.143	0.012	0.995	20000.0
320	356.004	11.657	54.834	9.297	0.013	0.994	20000.0
321	363.565	11.905	58.643	10.114	0.014	0.993	20000.0
322	310.829	10.181	46.618	8.013	0.011	0.995	20000.0
323	357.647	11.695	59.51	10.105	0.013	0.994	20000.0
324	346.792	11.353	48.952	8.403	0.014	0.995	20000.0
325	348.553	11.398	53.842	9.047	0.015	0.994	20000.0
326	372.472	12.196	57.291	9.802	0.014	0.993	20000.0
327	398.889	13.063	57.969	9.759	0.017	0.993	20000.0
328	352.608	11.537	52.158	8.736	0.014	0.995	20000.0
329	381.237	12.489	57.528	9.838	0.015	0.993	20000.0
330	327.579	10.723	48.293	8.229	0.012	0.995	20000.0
331	340.429	11.148	54.213	9.155	0.013	0.995	20000.0
332	385.645	12.628	59.038	9.991	0.016	0.993	20000.0
333	378.546	12.395	56.355	9.382	0.016	0.994	20000.0
334	374.319	12.272	54.532	9.265	0.014	0.994	20000.0
335	353.299	11.579	50.392	8.64	0.014	0.994	30000.0
336	373.239	12.231	56.962	9.892	0.015	0.993	20000.0
337	364.196	11.911	55.493	9.347	0.014	0.993	20000.0
338	370.106	12.12	57.865	9.951	0.014	0.993	20000.0
339	394.626	12.931	65.476	11.149	0.015	0.992	20000.0
340	398.476	13.055	62.103	10.612	0.016	0.993	20000.0
341	345.106	11.291	50.948	8.564	0.013	0.995	20000.0
342	380.903	12.455	55.11	9.36	0.014	0.994	20000.0
343	376.355	12.325	56.42	9.54	0.014	0.993	20000.0
344	345.805	11.315	51.556	8.711	0.014	0.995	20000.0
345	346.101	11.339	53.078	9.004	0.012	0.994	20000.0
346	366.569	11.998	52.778	8.839	0.014	0.994	20000.0
347	366.098	11.993	55.857	9.27	0.015	0.994	20000.0
348	390.653	12.795	59.952	10.429	0.015	0.992	20000.0
349	317.425	10.399	54.59	9.361	0.011	0.996	20000.0
350	364.917	11.933	55.476	9.672	0.014	0.993	20000.0
351	382.315	12.537	57.576	9.835	0.015	0.993	20000.0
352	378.576	12.385	58.339	9.663	0.014	0.994	20000.0
353	370.363	12.122	55.37	9.251	0.015	0.994	20000.0
354	318.563	10.429	49.142	8.46	0.012	0.995	20000.0
355	370.352	12.138	55.147	9.174	0.015	0.994	20000.0
356	375.902	12.287	60.768	10.48	0.015	0.993	20000.0
357	362.241	11.85	54.125	9.286	0.014	0.994	20000.0
358	345.308	11.309	51.042	8.784	0.012	0.994	20000.0
359	323.18	10.578	45.871	7.916	0.012	0.995	20000.0
360	361.48	11.838	52.825	8.97	0.015	0.994	20000.0
361	330.073	10.808	48.247	8.352	0.012	0.995	20000.0
362	374.917	12.281	56.479	9.568	0.015	0.994	20000.0
363	371.429	12.161	55.455	9.348	0.015	0.994	20000.0
364	361.849	11.83	57.987	9.714	0.015	0.994	20000.0
365	383.933	12.585	57.468	9.75	0.015	0.994	20000.0
366	383.244	12.543	58.291	9.862	0.015	0.993	20000.0
367	368.809	12.068	55.15	9.351	0.014	0.993	20000.0
368	360.125	11.79	56.082	9.611	0.013	0.994	20000.0
369	386.027	12.636	60.574	10.259	0.017	0.993	20000.0
370	356.262	11.683	51.414	8.774	0.014	0.994	20000.0
371	341.567	11.194	49.432	8.282	0.012	0.995	20000.0
372	341.182	11.177	50.785	8.538	0.012	0.995	20000.0
373	339.572	11.103	50.108	8.371	0.013	0.995	20000.0
374	339.824	11.112	51.731	8.792	0.014	0.994	20000.0
375	364.364	11.938	55.19	9.082	0.014	0.995	20000.0
376	371.594	12.179	57.101	9.717	0.014	0.994	20000.0
377	369.014	12.081	54.724	9.115	0.014	0.994	20000.0
378	391.415	12.817	60.195	10.34	0.016	0.993	20000.0
379	371.922	12.192	56.878	9.601	0.015	0.993	20000.0
380	347.887	11.401	51.702	9.031	0.014	0.994	20000.0
381	354.975	11.622	52.845	9.031	0.014	0.994	20000.0
382	340.935	11.17	51.671	8.713	0.013	0.994	20000.0
383	359.493	11.784	51.372	8.813	0.015	0.994	20000.0
384	339.303	11.095	50.427	8.527	0.013	0.995	20000.0
385	358.94	11.737	58.681	9.98	0.013	0.993	20000.0
386	362.533	11.867	54.924	9.461	0.014	0.994	20000.0
387	356.873	11.692	50.923	8.84	0.013	0.994	20000.0
388	336.819	11.017	50.868	8.672	0.013	0.995	20000.0
389	394.543	12.909	66.071	11.201	0.015	0.993	20000.0
390	351.055	11.478	52.74	8.926	0.014	0.995	20000.0
391	313.049	10.236	47.218	7.965	0.011	0.995	20000.0
392	335.461	10.993	50.362	8.763	0.012	0.995	20000.0
393	347.73	11.376	51.286	8.631	0.013	0.995	20000.0
394	373.934	12.237	56.825	9.741	0.014	0.994	20000.0
395	336.973	11.052	53.047	8.83	0.013	0.994	20000.0
396	357.069	11.686	55.337	9.369	0.014	0.994	20000.0
397	363.53	11.901	57.347	9.768	0.013	0.993	20000.0
398	399.898	13.093	60.539	10.357	0.018	0.992	20000.0
399	326.236	10.675	51.003	8.71	0.012	0.994	20000.0
400	358.51	11.74	53.943	9.302	0.013	0.993	20000.0
401	379.894	12.436	54.625	9.244	0.016	0.994	20000.0
402	347.042	11.358	53.301	8.919	0.014	0.994	20000.0
403	378.819	12.417	56.929	9.443	0.016	0.994	20000.0
404	335.173	10.981	50.775	8.515	0.013	0.995	20000.0
405	310.215	10.149	44.644	7.548	0.011	0.996	20000.0
406	372.209	12.18	57.663	9.835	0.015	0.994	20000.0
407	353.236	11.557	53.15	9.168	0.014	0.994	20000.0
408	362.518	11.867	52.133	9.006	0.015	0.994	20000.0
409	353.791	11.597	52.125	9.056	0.013	0.994	20000.0
410	364.479	11.925	53.234	9.094	0.013	0.994	20000.0
411	395.414	12.95	58.891	9.762	0.015	0.993	20000.0
412	333.847	10.949	49.249	8.452	0.013	0.995	30000.0
413	376.915	12.332	53.95	9.114	0.016	0.994	20000.0
414	372.037	12.188	55.984	9.592	0.014	0.993	20000.0
415	380.108	12.446	56.76	9.868	0.015	0.993	20000.0
416	375.897	12.328	53.929	9.288	0.016	0.993	20000.0
417	384.148	12.579	59.332	9.979	0.016	0.992	20000.0
418	380.515	12.438	57.979	9.81	0.015	0.993	20000.0
419	367.552	12.031	57.081	9.738	0.015	0.994	20000.0
420	361.749	11.849	51.343	8.683	0.015	0.995	20000.0
421	321.094	10.529	47.791	8.155	0.012	0.995	20000.0
422	332.262	10.887	49.785	8.686	0.012	0.994	20000.0
423	372.329	12.186	55.874	9.507	0.015	0.993	20000.0
424	366.062	11.988	54.413	9.253	0.015	0.994	20000.0
425	355.253	11.621	50.624	8.546	0.014	0.995	20000.0
426	396.537	12.984	58.584	9.854	0.018	0.993	20000.0
427	360.991	11.816	57.522	9.732	0.015	0.993	20000.0
428	375.535	12.298	56.915	9.49	0.015	0.994	20000.0
429	349.236	11.425	54.241	9.073	0.013	0.994	20000.0
430	354.065	11.598	50.197	8.434	0.014	0.995	20000.0
431	360.456	11.808	60.525	10.125	0.013	0.994	20000.0
432	351.278	11.492	50.547	8.557	0.013	0.995	20000.0
433	416.763	13.64	63.716	10.92	0.016	0.991	20000.0
434	338.938	11.092	51.427	8.814	0.013	0.994	20000.0
435	355.742	11.64	53.99	9.094	0.015	0.994	20000.0
436	379.993	12.437	55.159	9.386	0.015	0.994	20000.0
437	340.202	11.131	54.269	9.09	0.014	0.995	20000.0
438	330.856	10.828	48.797	8.157	0.012	0.995	20000.0
439	340.772	11.143	50.681	8.479	0.013	0.995	20000.0
440	366.19	11.991	55.38	9.512	0.014	0.994	30000.0
441	388.093	12.719	59.32	10.076	0.018	0.993	20000.0
442	353.089	11.561	53.452	9.16	0.013	0.993	20000.0
443	368.666	12.08	53.522	9.11	0.015	0.994	20000.0
444	335.431	10.984	49.878	8.264	0.012	0.995	20000.0
445	372.059	12.185	53.731	9.205	0.015	0.993	20000.0
446	354.935	11.629	52.949	8.988	0.012	0.994	20000.0
447	371.615	12.155	56.018	9.69	0.015	0.993	20000.0
448	370.189	12.099	54.445	9.24	0.014	0.993	20000.0
