NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
105	0.003	0.0	0.001	0.0	0.0	1.0	20000.0
106	0.008	0.0	0.003	0.0	0.0	1.0	20000.0
107	0.002	0.0	0.001	0.0	0.0	1.0	20000.0
108	0.853	0.001	0.371	0.005	0.0	1.0	30000.0
109	0.005	0.0	0.002	0.0	0.0	1.0	20000.0
110	0.283	0.0	0.13	0.002	0.0	1.0	30000.0
111	1.3	0.002	0.6	0.009	0.0	1.0	30000.0
112	0.004	0.0	0.002	0.0	0.0	1.0	60000.0
113	0.004	0.0	0.001	0.0	0.0	1.0	20000.0
114	0.005	0.0	0.002	0.0	0.0	1.0	20000.0
115	0.005	0.0	0.002	0.0	0.0	1.0	20000.0
116	0.151	0.0	0.053	0.001	0.0	1.0	30000.0
117	0.847	0.001	0.394	0.006	0.0	1.0	20000.0
118	1.367	0.002	0.637	0.009	0.0	1.0	30000.0
119	0.747	0.001	0.453	0.007	0.0	1.0	30000.0
120	0.827	0.001	0.515	0.008	0.0	1.0	40000.0
121	0.005	0.0	0.001	0.0	0.0	1.0	30000.0
122	0.043	0.0	0.016	0.0	0.0	1.0	30000.0
123	0.013	0.0	0.006	0.0	0.0	1.0	20000.0
124	1.067	0.002	0.436	0.006	0.0	1.0	20000.0
125	1.348	0.002	0.502	0.007	0.0	1.0	30000.0
126	0.243	0.001	0.092	0.002	0.0	1.0	30000.0
127	0.006	0.0	0.002	0.0	0.0	1.0	30000.0
128	0.005	0.0	0.001	0.0	0.0	1.0	50000.0
129	0.609	0.001	0.308	0.005	0.0	1.0	20000.0
130	0.752	0.001	0.264	0.004	0.0	1.0	30000.0
131	0.002	0.0	0.0	0.0	0.0	1.0	20000.0
132	0.005	0.0	0.002	0.0	0.0	1.0	30000.0
133	0.022	0.0	0.008	0.0	0.0	1.0	30000.0
134	0.025	0.0	0.009	0.0	0.0	1.0	20000.0
135	0.074	0.0	0.029	0.001	0.0	1.0	20000.0
136	1.181	0.002	0.567	0.008	0.0	1.0	20000.0
137	0.004	0.0	0.002	0.0	0.0	1.0	20000.0
138	0.028	0.0	0.011	0.0	0.0	1.0	30000.0
139	0.59	0.001	0.266	0.004	0.0	1.0	20000.0
140	0.025	0.0	0.009	0.0	0.0	1.0	20000.0
141	0.143	0.0	0.053	0.001	0.0	1.0	20000.0
142	0.229	0.0	0.104	0.001	0.0	1.0	20000.0
143	0.061	0.0	0.018	0.0	0.0	1.0	20000.0
144	0.006	0.0	0.002	0.0	0.0	1.0	30000.0
145	0.005	0.0	0.002	0.0	0.0	1.0	40000.0
146	0.242	0.0	0.078	0.001	0.0	1.0	40000.0
147	1.125	0.002	0.435	0.006	0.0	1.0	20000.0
148	0.066	0.0	0.026	0.0	0.0	1.0	30000.0
149	0.109	0.0	0.04	0.001	0.0	1.0	30000.0
150	0.016	0.0	0.006	0.0	0.0	1.0	30000.0
151	0.021	0.0	0.007	0.0	0.0	1.0	40000.0
152	0.642	0.001	0.368	0.005	0.0	1.0	20000.0
153	0.066	0.0	0.024	0.0	0.0	1.0	20000.0
154	0.004	0.0	0.001	0.0	0.0	1.0	40000.0
155	0.113	0.0	0.038	0.0	0.0	1.0	30000.0
156	1.757	0.003	0.921	0.014	0.0	1.0	20000.0
157	0.185	0.0	0.072	0.001	0.0	1.0	20000.0
158	0.249	0.0	0.135	0.002	0.0	1.0	20000.0
159	0.178	0.0	0.063	0.001	0.0	1.0	20000.0
160	0.002	0.0	0.001	0.0	0.0	1.0	20000.0
161	0.352	0.001	0.176	0.003	0.0	1.0	20000.0
162	0.599	0.001	0.387	0.006	0.0	1.0	30000.0
163	3.426	0.005	2.14	0.031	0.0	1.0	30000.0
164	0.025	0.0	0.011	0.0	0.0	1.0	20000.0
165	0.468	0.001	0.202	0.003	0.0	1.0	20000.0
166	0.049	0.0	0.023	0.0	0.0	1.0	20000.0
167	0.008	0.0	0.003	0.0	0.0	1.0	30000.0
168	0.002	0.0	0.001	0.0	0.0	1.0	20000.0
169	0.01	0.0	0.003	0.0	0.0	1.0	30000.0
170	0.004	0.0	0.002	0.0	0.0	1.0	30000.0
171	0.074	0.0	0.031	0.001	0.0	1.0	20000.0
172	1.108	0.002	0.617	0.009	0.0	1.0	30000.0
173	0.006	0.0	0.002	0.0	0.0	1.0	30000.0
174	0.007	0.0	0.003	0.0	0.0	1.0	20000.0
175	0.08	0.0	0.028	0.0	0.0	1.0	30000.0
176	1.633	0.003	0.936	0.013	0.0	1.0	20000.0
177	0.009	0.0	0.002	0.0	0.0	1.0	30000.0
178	0.385	0.001	0.151	0.002	0.0	1.0	30000.0
179	0.007	0.0	0.002	0.0	0.0	1.0	30000.0
180	0.929	0.001	0.528	0.008	0.0	1.0	30000.0
181	0.215	0.0	0.079	0.001	0.0	1.0	30000.0
182	0.002	0.0	0.001	0.0	0.0	1.0	20000.0
183	0.003	0.0	0.002	0.0	0.0	1.0	20000.0
184	0.029	0.0	0.012	0.0	0.0	1.0	20000.0
185	0.011	0.0	0.003	0.0	0.0	1.0	20000.0
186	0.024	0.0	0.008	0.0	0.0	1.0	40000.0
187	0.008	0.0	0.003	0.0	0.0	1.0	30000.0
188	0.013	0.0	0.004	0.0	0.0	1.0	30000.0
189	0.003	0.0	0.001	0.0	0.0	1.0	20000.0
190	0.011	0.0	0.005	0.0	0.0	1.0	20000.0
191	0.003	0.0	0.001	0.0	0.0	1.0	20000.0
192	0.495	0.001	0.292	0.004	0.0	1.0	20000.0
193	0.005	0.0	0.002	0.0	0.0	1.0	40000.0
194	0.579	0.001	0.266	0.004	0.0	1.0	40000.0
195	0.003	0.0	0.001	0.0	0.0	1.0	40000.0
196	0.677	0.001	0.422	0.006	0.0	1.0	30000.0
197	0.033	0.0	0.009	0.0	0.0	1.0	20000.0
198	0.005	0.0	0.002	0.0	0.0	1.0	20000.0
199	0.744	0.001	0.286	0.004	0.0	1.0	30000.0
200	2.996	0.005	1.951	0.028	0.0	1.0	20000.0
201	0.492	0.001	0.177	0.003	0.0	1.0	20000.0
202	0.004	0.0	0.002	0.0	0.0	1.0	20000.0
203	0.082	0.0	0.035	0.0	0.0	1.0	30000.0
204	0.035	0.0	0.012	0.0	0.0	1.0	30000.0
205	0.004	0.0	0.001	0.0	0.0	1.0	20000.0
206	1.094	0.002	0.378	0.005	0.0	1.0	30000.0
207	0.484	0.001	0.199	0.003	0.0	1.0	30000.0
208	0.162	0.0	0.062	0.001	0.0	1.0	30000.0
209	0.433	0.001	0.183	0.003	0.0	1.0	20000.0
210	0.004	0.0	0.001	0.0	0.0	1.0	30000.0
211	0.023	0.0	0.009	0.0	0.0	1.0	20000.0
212	0.013	0.0	0.004	0.0	0.0	1.0	30000.0
213	0.004	0.0	0.001	0.0	0.0	1.0	30000.0
214	0.007	0.0	0.002	0.0	0.0	1.0	30000.0
215	0.011	0.0	0.004	0.0	0.0	1.0	20000.0
216	0.37	0.001	0.192	0.003	0.0	1.0	30000.0
217	0.025	0.0	0.009	0.0	0.0	1.0	20000.0
218	0.025	0.0	0.008	0.0	0.0	1.0	30000.0
219	0.045	0.0	0.018	0.0	0.0	1.0	20000.0
220	0.09	0.0	0.036	0.0	0.0	1.0	20000.0
221	0.005	0.0	0.001	0.0	0.0	1.0	20000.0
222	0.023	0.0	0.007	0.0	0.0	1.0	30000.0
223	0.031	0.0	0.009	0.0	0.0	1.0	40000.0
224	0.193	0.0	0.069	0.001	0.0	1.0	30000.0
225	0.002	0.0	0.0	0.0	0.0	1.0	20000.0
226	0.002	0.0	0.001	0.0	0.0	1.0	20000.0
227	0.003	0.0	0.001	0.0	0.0	1.0	30000.0
228	0.961	0.001	0.586	0.009	0.0	1.0	30000.0
229	0.302	0.0	0.149	0.002	0.0	1.0	20000.0
230	0.003	0.0	0.001	0.0	0.0	1.0	20000.0
231	0.037	0.0	0.012	0.0	0.0	1.0	30000.0
232	0.003	0.0	0.001	0.0	0.0	1.0	30000.0
233	0.001	0.0	0.0	0.0	0.0	1.0	20000.0
234	0.006	0.0	0.003	0.0	0.0	1.0	30000.0
235	0.003	0.0	0.001	0.0	0.0	1.0	20000.0
236	0.597	0.001	0.315	0.005	0.0	1.0	40000.0
237	0.003	0.0	0.001	0.0	0.0	1.0	40000.0
238	0.01	0.0	0.004	0.0	0.0	1.0	30000.0
239	0.003	0.0	0.001	0.0	0.0	1.0	20000.0
240	0.147	0.0	0.05	0.001	0.0	1.0	20000.0
241	0.008	0.0	0.002	0.0	0.0	1.0	30000.0
242	0.057	0.0	0.024	0.0	0.0	1.0	40000.0
243	0.002	0.0	0.001	0.0	0.0	1.0	20000.0
244	0.005	0.0	0.002	0.0	0.0	1.0	20000.0
245	0.006	0.0	0.002	0.0	0.0	1.0	30000.0
246	1.268	0.002	0.544	0.008	0.0	1.0	30000.0
247	0.086	0.0	0.033	0.001	0.0	1.0	30000.0
248	2.708	0.005	1.321	0.019	0.0	1.0	30000.0
249	0.075	0.0	0.028	0.001	0.0	1.0	40000.0
250	0.003	0.0	0.001	0.0	0.0	1.0	20000.0
251	0.091	0.0	0.028	0.001	0.0	1.0	20000.0
252	2.007	0.003	0.908	0.013	0.0	1.0	30000.0
253	0.006	0.0	0.002	0.0	0.0	1.0	40000.0
254	0.349	0.001	0.142	0.002	0.0	1.0	20000.0
255	0.002	0.0	0.001	0.0	0.0	1.0	20000.0
256	0.236	0.0	0.084	0.001	0.0	1.0	40000.0
257	0.002	0.0	0.001	0.0	0.0	1.0	20000.0
258	0.013	0.0	0.006	0.0	0.0	1.0	20000.0
259	0.595	0.001	0.341	0.005	0.0	1.0	30000.0
260	0.064	0.0	0.022	0.0	0.0	1.0	30000.0
261	0.022	0.0	0.011	0.0	0.0	1.0	20000.0
262	0.001	0.0	0.0	0.0	0.0	1.0	20000.0
263	0.009	0.0	0.002	0.0	0.0	1.0	50000.0
264	0.097	0.0	0.037	0.0	0.0	1.0	30000.0
265	0.101	0.0	0.04	0.001	0.0	1.0	20000.0
266	0.256	0.0	0.09	0.001	0.0	1.0	30000.0
267	0.005	0.0	0.001	0.0	0.0	1.0	30000.0
268	0.117	0.0	0.051	0.001	0.0	1.0	20000.0
269	0.045	0.0	0.019	0.0	0.0	1.0	30000.0
270	0.022	0.0	0.007	0.0	0.0	1.0	50000.0
271	1.496	0.003	0.618	0.009	0.0	1.0	20000.0
272	0.896	0.002	0.433	0.006	0.0	1.0	30000.0
273	0.012	0.0	0.007	0.0	0.0	1.0	20000.0
274	0.032	0.0	0.014	0.0	0.0	1.0	30000.0
275	0.037	0.0	0.015	0.0	0.0	1.0	40000.0
276	0.006	0.0	0.003	0.0	0.0	1.0	20000.0
277	0.005	0.0	0.003	0.0	0.0	1.0	20000.0
278	0.003	0.0	0.001	0.0	0.0	1.0	30000.0
279	3.725	0.006	1.387	0.02	0.0	1.0	20000.0
280	0.008	0.0	0.003	0.0	0.0	1.0	40000.0
281	0.102	0.0	0.036	0.001	0.0	1.0	20000.0
282	1.007	0.002	0.447	0.007	0.0	1.0	40000.0
283	0.632	0.001	0.39	0.005	0.0	1.0	20000.0
284	3.163	0.005	1.865	0.027	0.0	1.0	20000.0
285	0.003	0.0	0.001	0.0	0.0	1.0	20000.0
286	0.2	0.0	0.066	0.001	0.0	1.0	20000.0
287	0.003	0.0	0.001	0.0	0.0	1.0	20000.0
288	0.137	0.0	0.059	0.001	0.0	1.0	20000.0
289	0.141	0.0	0.051	0.001	0.0	1.0	30000.0
290	0.782	0.001	0.301	0.004	0.0	1.0	30000.0
291	0.499	0.001	0.288	0.004	0.0	1.0	30000.0
292	0.222	0.0	0.125	0.002	0.0	1.0	30000.0
293	0.401	0.001	0.174	0.003	0.0	1.0	30000.0
294	0.002	0.0	0.001	0.0	0.0	1.0	20000.0
295	0.477	0.001	0.207	0.003	0.0	1.0	40000.0
296	0.574	0.001	0.245	0.003	0.0	1.0	20000.0
297	0.007	0.0	0.002	0.0	0.0	1.0	30000.0
298	0.529	0.001	0.349	0.005	0.0	1.0	20000.0
299	0.001	0.0	0.0	0.0	0.0	1.0	20000.0
300	0.044	0.0	0.017	0.0	0.0	1.0	20000.0
301	0.009	0.0	0.003	0.0	0.0	1.0	20000.0
302	0.284	0.001	0.095	0.002	0.0	1.0	30000.0
303	0.277	0.001	0.101	0.001	0.0	1.0	30000.0
304	0.126	0.0	0.046	0.001	0.0	1.0	20000.0
305	0.005	0.0	0.002	0.0	0.0	1.0	20000.0
306	0.018	0.0	0.006	0.0	0.0	1.0	50000.0
307	0.005	0.0	0.002	0.0	0.0	1.0	30000.0
308	0.005	0.0	0.002	0.0	0.0	1.0	20000.0
309	0.004	0.0	0.002	0.0	0.0	1.0	20000.0
310	0.84	0.001	0.453	0.007	0.0	1.0	30000.0
311	0.006	0.0	0.003	0.0	0.0	1.0	20000.0
312	0.004	0.0	0.001	0.0	0.0	1.0	30000.0
313	0.134	0.0	0.057	0.001	0.0	1.0	30000.0
314	0.006	0.0	0.002	0.0	0.0	1.0	40000.0
315	0.003	0.0	0.001	0.0	0.0	1.0	20000.0
316	0.675	0.001	0.228	0.004	0.0	1.0	20000.0
317	0.003	0.0	0.001	0.0	0.0	1.0	20000.0
318	0.0	0.0	0.0	0.0	0.0	1.0	20000.0
319	0.375	0.001	0.137	0.002	0.0	1.0	30000.0
320	2.028	0.003	1.252	0.018	0.0	1.0	20000.0
321	0.019	0.0	0.008	0.0	0.0	1.0	40000.0
322	0.002	0.0	0.001	0.0	0.0	1.0	20000.0
323	0.274	0.0	0.104	0.001	0.0	1.0	30000.0
324	0.011	0.0	0.004	0.0	0.0	1.0	20000.0
325	0.394	0.001	0.138	0.002	0.0	1.0	30000.0
326	1.804	0.003	1.081	0.016	0.0	1.0	20000.0
327	0.003	0.0	0.001	0.0	0.0	1.0	30000.0
328	0.004	0.0	0.002	0.0	0.0	1.0	20000.0
329	0.125	0.0	0.046	0.001	0.0	1.0	40000.0
330	0.058	0.0	0.024	0.0	0.0	1.0	20000.0
331	0.01	0.0	0.003	0.0	0.0	1.0	30000.0
332	0.257	0.001	0.095	0.001	0.0	1.0	20000.0
333	0.002	0.0	0.001	0.0	0.0	1.0	20000.0
334	1.165	0.002	0.402	0.006	0.0	1.0	20000.0
335	0.006	0.0	0.003	0.0	0.0	1.0	20000.0
336	0.003	0.0	0.001	0.0	0.0	1.0	30000.0
337	0.008	0.0	0.004	0.0	0.0	1.0	30000.0
338	0.267	0.0	0.091	0.001	0.0	1.0	20000.0
339	0.002	0.0	0.0	0.0	0.0	1.0	20000.0
340	0.005	0.0	0.003	0.0	0.0	1.0	20000.0
341	1.079	0.002	0.493	0.007	0.0	1.0	20000.0
342	0.003	0.0	0.001	0.0	0.0	1.0	30000.0
343	1.023	0.002	0.622	0.009	0.0	1.0	30000.0
344	0.005	0.0	0.001	0.0	0.0	1.0	20000.0
345	0.1	0.0	0.038	0.001	0.0	1.0	30000.0
346	0.164	0.0	0.065	0.001	0.0	1.0	20000.0
347	0.912	0.001	0.35	0.005	0.0	1.0	30000.0
348	0.003	0.0	0.001	0.0	0.0	1.0	20000.0
349	0.447	0.001	0.22	0.003	0.0	1.0	20000.0
350	0.006	0.0	0.001	0.0	0.0	1.0	20000.0
351	0.007	0.0	0.002	0.0	0.0	1.0	20000.0
352	0.104	0.0	0.034	0.001	0.0	1.0	30000.0
353	0.001	0.0	0.0	0.0	0.0	1.0	20000.0
354	0.003	0.0	0.001	0.0	0.0	1.0	20000.0
355	0.113	0.0	0.046	0.001	0.0	1.0	30000.0
356	0.109	0.0	0.046	0.001	0.0	1.0	30000.0
357	2.716	0.005	1.298	0.019	0.0	1.0	20000.0
358	0.056	0.0	0.025	0.0	0.0	1.0	40000.0
359	0.013	0.0	0.004	0.0	0.0	1.0	40000.0
360	1.537	0.003	0.81	0.012	0.0	1.0	20000.0
361	1.835	0.003	0.833	0.012	0.0	1.0	30000.0
362	0.002	0.0	0.001	0.0	0.0	1.0	20000.0
363	1.847	0.003	1.253	0.018	0.0	1.0	20000.0
364	0.205	0.0	0.078	0.001	0.0	1.0	20000.0
365	2.155	0.003	1.069	0.015	0.0	1.0	20000.0
366	0.023	0.0	0.009	0.0	0.0	1.0	20000.0
367	1.418	0.002	0.848	0.012	0.0	1.0	30000.0
368	0.28	0.0	0.115	0.002	0.0	1.0	40000.0
369	0.531	0.001	0.351	0.005	0.0	1.0	20000.0
370	0.005	0.0	0.001	0.0	0.0	1.0	20000.0
371	0.005	0.0	0.003	0.0	0.0	1.0	20000.0
372	1.891	0.003	0.984	0.014	0.0	1.0	30000.0
373	0.035	0.0	0.014	0.0	0.0	1.0	20000.0
374	0.781	0.001	0.289	0.004	0.0	1.0	40000.0
375	0.005	0.0	0.002	0.0	0.0	1.0	30000.0
376	0.24	0.0	0.082	0.001	0.0	1.0	20000.0
377	0.12	0.0	0.041	0.001	0.0	1.0	30000.0
378	0.003	0.0	0.001	0.0	0.0	1.0	20000.0
379	4.145	0.007	2.751	0.04	0.0	1.0	30000.0
380	0.0	0.0	0.0	0.0	0.0	1.0	20000.0
381	0.018	0.0	0.005	0.0	0.0	1.0	30000.0
382	0.32	0.001	0.115	0.001	0.0	1.0	40000.0
383	0.548	0.001	0.33	0.005	0.0	1.0	40000.0
384	0.002	0.0	0.001	0.0	0.0	1.0	30000.0
385	0.609	0.001	0.265	0.004	0.0	1.0	30000.0
386	0.552	0.001	0.238	0.003	0.0	1.0	30000.0
387	0.029	0.0	0.013	0.0	0.0	1.0	50000.0
388	0.003	0.0	0.001	0.0	0.0	1.0	20000.0
389	1.845	0.003	1.215	0.018	0.0	1.0	30000.0
390	0.007	0.0	0.002	0.0	0.0	1.0	50000.0
391	0.004	0.0	0.002	0.0	0.0	1.0	30000.0
392	0.005	0.0	0.001	0.0	0.0	1.0	20000.0
393	0.021	0.0	0.007	0.0	0.0	1.0	20000.0
394	0.574	0.001	0.228	0.003	0.0	1.0	30000.0
395	0.002	0.0	0.001	0.0	0.0	1.0	20000.0
396	0.007	0.0	0.003	0.0	0.0	1.0	40000.0
397	0.253	0.001	0.148	0.002	0.0	1.0	30000.0
398	0.004	0.0	0.001	0.0	0.0	1.0	30000.0
399	0.006	0.0	0.002	0.0	0.0	1.0	20000.0
400	0.001	0.0	0.0	0.0	0.0	1.0	20000.0
401	0.67	0.001	0.418	0.006	0.0	1.0	20000.0
402	0.307	0.001	0.128	0.002	0.0	1.0	20000.0
403	1.26	0.002	0.657	0.01	0.0	1.0	20000.0
404	0.003	0.0	0.001	0.0	0.0	1.0	20000.0
405	1.035	0.002	0.657	0.009	0.0	1.0	30000.0
406	1.852	0.003	1.151	0.017	0.0	1.0	30000.0
407	0.002	0.0	0.001	0.0	0.0	1.0	20000.0
408	0.367	0.0	0.135	0.002	0.0	1.0	30000.0
409	0.286	0.0	0.103	0.001	0.0	1.0	50000.0
410	0.409	0.001	0.153	0.002	0.0	1.0	30000.0
411	0.005	0.0	0.001	0.0	0.0	1.0	40000.0
412	0.402	0.001	0.184	0.003	0.0	1.0	20000.0
413	1.374	0.002	0.456	0.007	0.0	1.0	20000.0
414	0.004	0.0	0.002	0.0	0.0	1.0	20000.0
415	0.718	0.001	0.44	0.007	0.0	1.0	20000.0
416	0.188	0.0	0.068	0.001	0.0	1.0	40000.0
417	0.204	0.0	0.081	0.001	0.0	1.0	20000.0
418	0.004	0.0	0.003	0.0	0.0	1.0	20000.0
419	0.385	0.001	0.139	0.002	0.0	1.0	20000.0
420	0.048	0.0	0.019	0.0	0.0	1.0	40000.0
421	0.003	0.0	0.001	0.0	0.0	1.0	20000.0
422	0.056	0.0	0.021	0.0	0.0	1.0	50000.0
423	2.811	0.005	0.992	0.014	0.0	1.0	30000.0
424	0.003	0.0	0.001	0.0	0.0	1.0	20000.0
425	0.789	0.001	0.299	0.004	0.0	1.0	30000.0
426	0.001	0.0	0.0	0.0	0.0	1.0	20000.0
427	0.059	0.0	0.023	0.0	0.0	1.0	30000.0
428	0.008	0.0	0.002	0.0	0.0	1.0	30000.0
429	0.008	0.0	0.003	0.0	0.0	1.0	30000.0
430	0.279	0.0	0.183	0.003	0.0	1.0	40000.0
431	0.344	0.001	0.129	0.002	0.0	1.0	20000.0
432	0.002	0.0	0.001	0.0	0.0	1.0	30000.0
433	0.022	0.0	0.008	0.0	0.0	1.0	30000.0
434	0.724	0.001	0.284	0.004	0.0	1.0	30000.0
435	2.182	0.003	1.148	0.017	0.0	1.0	30000.0
436	1.188	0.002	0.776	0.011	0.0	1.0	40000.0
437	0.595	0.001	0.2	0.003	0.0	1.0	30000.0
438	0.998	0.002	0.333	0.005	0.0	1.0	30000.0
439	1.337	0.002	0.758	0.011	0.0	1.0	30000.0
440	0.001	0.0	0.0	0.0	0.0	1.0	20000.0
441	0.011	0.0	0.003	0.0	0.0	1.0	30000.0
442	0.005	0.0	0.002	0.0	0.0	1.0	20000.0
443	0.614	0.001	0.398	0.006	0.0	1.0	30000.0
444	0.256	0.0	0.096	0.002	0.0	1.0	40000.0
445	0.002	0.0	0.0	0.0	0.0	1.0	20000.0
446	0.309	0.001	0.131	0.002	0.0	1.0	30000.0
447	0.006	0.0	0.002	0.0	0.0	1.0	30000.0
448	0.696	0.001	0.398	0.006	0.0	1.0	20000.0
